,text,original
2231,ddamnit,goddamnit
2232,kmobjoc.y,knobjocky
2233,knlbnocky,knobjocky
2234,kn0bjocry,knobjocky
2235,knubjocry,knobjocky
2236,knhobjockpy,knobjocky
2237,Dknozbjocky,knobjocky
2238,kn0ljocky,knobjocky
2239,knNMjocky,knobjocky
2240,knboojcky,knobjocky
2241,knbojokcy,knobjocky
2242,nobocky,knobjocky
2243,nobjoky,knobjocky
2244,nyj(ho,nympho
2245,nUmphI,nympho
2246,nymphu,nympho
2247,nymphu,nympho
2248,n(ymph_o,nympho
2249,knymphWo,nympho
2250,nhmp9o,nympho
2251,nytpIo,nympho
2252,nmpyho,nympho
2253,ynmpoh,nympho
2254,nmpo,nympho
2255,npho,nympho
2256,pehis,penis
2257,peniq,penis
2258,peni8,penis
2259,peni8,penis
2260,p*enis,penis
2261,#penis,penis
2262,penis,penis
2263,peniQ,penis
2264,epnis,penis
2265,epnis,penis
2266,pens,penis
2267,pnis,penis
2268,mothQfuxMed,mothafucked
2269,moFhaf^cker,mothafucked
2270,m0thafocred,mothafucked
2271,muthafocred,mothafucked
2272,moth9arfuckeBd,mothafucked
2273,mo1thafucFkyed,mothafucked
2274,mUthAfuckRd,mothafucked
2275,mSthafickId,mothafucked
2276,omthaufckde,mothafucked
2277,omthfauckde,mothafucked
2278,moafuckd,mothafucked
2279,mothaced,mothafucked
2280,dumbWh(t,dumbshit
2281,dumVsh&t,dumbshit
2282,dom6shit,dumbshit
2283,domb8hit,dumbshit
2284,dHumbsrhit,dumbshit
2285,duBmYbshit,dumbshit
2286,AumbshiF,dumbshit
2287,u+mbshit,dumbshit
2288,dumbsthi,dumbshit
2289,dumsbiht,dumbshit
2290,umbhit,dumbshit
2291,dmbsht,dumbshit
2292,phuXc,phucc
2293,ohucc,phucc
2294,phocc,phucc
2295,phocc,phucc
2296,@phucc,phucc
2297,phu)cc,phucc
2298,mhucc,phucc
2299,phuck,phucc
2300,hpucc,phucc
2301,puhcc,phucc
2302,hucc,phucc
2303,pucc,phucc
2304,fcuO,fcuk
2305,fcu>,fcuk
2306,fcor,fcuk
2307,fcor,fcuk
2308,fcuhk,fcuk
2309,tfcuk,fcuk
2310,fcvk,fcuk
2311,fcGk,fcuk
2312,fcku,fcuk
2313,cfuk,fcuk
2314,fcu,fcuk
2315,cuk,fcuk
2316,paf<ingfuwge,packingfudge
2317,0QckingfudVe,packingfudge
2318,pacrin9fodge,packingfudge
2319,pacrin9fud9e,packingfudge
2320,ypackiingfmudge,packingfudge
2321,packiSngufud@ge,packingfudge
2322,packin%fud9V,packingfudge
2323,pacvi$gfudge,packingfudge
2324,apkcinfgudge,packingfudge
2325,apcknigfudeg,packingfudge
2326,packifuge,packingfudge
2327,packnfdge,packingfudge
2328,dqrkVuck,darkfuck
2329,daGkBuck,darkfuck
2330,dakkfucr,darkfuck
2331,darkfocr,darkfuck
2332,darFkf_uck,darkfuck
2333,daerk(fuck,darkfuck
2334,darkfuVf,darkfuck
2335,darkfcc),darkfuck
2336,adkrfuck,darkfuck
2337,drafkuck,darkfuck
2338,darkfu,darkfuck
2339,arkfck,darkfuck
2340,ZhJedterfucks,shiesterfucks
2341,eUiesterficks,shiesterfucks
2342,8hie8terfocks,shiesterfucks
2343,8hiesterfocrs,shiesterfucks
2344,shiCeVsteHrfucks,shiesterfucks
2345,shiSes(tJerfucks,shiesterfucks
2346,spiFstecfucks,shiesterfucks
2347,shiesterfu%lz,shiesterfucks
2348,hsietserfucsk,shiesterfucks
2349,shiesterufcks,shiesterfucks
2350,hieserucks,shiesterfucks
2351,histerfuks,shiesterfucks
2352,bitcu,bitch
2353,b*tch,bitch
2354,6itch,bitch
2355,6itch,bitch
2356,b*itch,bitch
2357,bit)ch,bitch
2358,bitrh,bitch
2359,bi0ch,bitch
2360,ibtch,bitch
2361,ibtch,bitch
2362,bich,bitch
2363,bitc,bitch
2364,brSaCts,breasts
2365,bF$asts,breasts
2366,6reast8,breasts
2367,bkeast8,breasts
2368,br)eDasts,breasts
2369,bbreSasts,breasts
2370,Xreast_,breasts
2371,brXastl,breasts
2372,rbeasst,breasts
2373,rbesats,breasts
2374,brest,breasts
2375,brass,breasts
2376,yackassea,jackasses
2377,jackaCsee,jackasses
2378,jacrasse8,jackasses
2379,jacra8ses,jackasses
2380,jkafckasses,jackasses
2381,jaickashses,jackasses
2382,4acAasses,jackasses
2383,jackCssns,jackasses
2384,ajcksases,jackasses
2385,jcakasses,jackasses
2386,jackase,jackasses
2387,jackass,jackasses
2388,milV,milf
2389,m7lf,milf
2390,mi1f,milf
2391,mi1f,milf
2392,mi#lf,milf
2393,Dmilf,milf
2394,mief,milf
2395,milI,milf
2396,mlif,milf
2397,mifl,milf
2398,mil,milf
2399,ilf,milf
2400,ahoar,whoar
2401,whoXr,whoar
2402,wh0ak,whoar
2403,whuak,whoar
2404,w+hoar,whoar
2405,@whoar,whoar
2406,Zhoar,whoar
2407,whojr,whoar
2408,whora,whoar
2409,whaor,whoar
2410,woar,whoar
2411,hoar,whoar
2412,aszfJccer,assfuccer
2413,assfucXef,assfuccer
2414,a8sfoccer,assfuccer
2415,as8fuccek,assfuccer
2416,assfuXcVcer,assfuccer
2417,Eassfnuccer,assfuccer
2418,asgguccer,assfuccer
2419,as5Zuccer,assfuccer
2420,sasfucecr,assfuccer
2421,assfcucer,assfuccer
2422,asfucce,assfuccer
2423,assfucc,assfuccer
2424,mArkasseX,markasses
2425,markaswex,markasses
2426,marrasse8,markasses
2427,markas8e8,markasses
2428,maNrpkasses,markasses
2429,markvasse7s,markasses
2430,mariasseU,markasses
2431,markaRdes,markasses
2432,maraskses,markasses
2433,maraksses,markasses
2434,markass,markasses
2435,mrkases,markasses
2436,n0bkokey,nobjokey
2437,nobjoleJ,nobjokey
2438,nubjorey,nobjokey
2439,n06jokey,nobjokey
2440,Unobjrokey,nobjokey
2441,nobujok0ey,nobjokey
2442,nKbjukey,nobjokey
2443,boDjokey,nobjokey
2444,nobjokey,nobjokey
2445,nbojoeky,nobjokey
2446,nojoky,nobjokey
2447,noboke,nobjokey
2448,toqsRr,tosser
2449,Yosder,tosser
2450,to8sek,tosser
2451,tos8ek,tosser
2452,toGsRser,tosser
2453,toskse8r,tosser
2454,tcs#er,tosser
2455,tosszH,tosser
2456,otsser,tosser
2457,tossre,tosser
2458,tosr,tosser
2459,tose,tosser
2460,mothaBuVks,mothafucks
2461,mo^hafuckz,mothafucks
2462,muthafocks,mothafucks
2463,mothafocrs,mothafucks
2464,mothaGfujcks,mothafucks
2465,mothiaf7ucks,mothafucks
2466,6othafucka,mothafucks
2467,moth_iucks,mothafucks
2468,mohtafucsk,mothafucks
2469,mothfaucsk,mothafucks
2470,mthafucs,mothafucks
2471,mothafuk,mothafucks
2472,"assf,",assfk
2473,Sssfk,assfk
2474,a8sfr,assfk
2475,as8fr,assfk
2476,assfpk,assfk
2477,assfCk,assfk
2478,%ssfk,assfk
2479,assvk,assfk
2480,assfk,assfk
2481,asfsk,assfk
2482,asfk,assfk
2483,asfk,assfk
2484,BJ,BJ
2485,BJ,BJ
2486,EJ,BJ
2487,EJ,BJ
2488,BJ,BJ
2489,BJ,BJ
2490,BJ,BJ
2491,BJ,BJ
2492,BJ,BJ
2493,BJ,BJ
2494,BJ,BJ
2495,BJ,BJ
2496,docksuckfd,cocksucked
2497,DocksucJed,cocksucked
2498,cuck8ucked,cocksucked
2499,cocrsucred,cocksucked
2500,cokckUsucked,cocksucked
2501,uco4cksucked,cocksucked
2502,Rocksucke*,cocksucked
2503,co+ksucker,cocksucked
2504,occksuckde,cocksucked
2505,cockuscekd,cocksucked
2506,ccsucked,cocksucked
2507,cocksucd,cocksucked
2508,jizzsadkc,jizzsacks
2509,jizzszcls,jizzsacks
2510,jiz2sacrs,jizzsacks
2511,ji2z8acks,jizzsacks
2512,jiz+zsack$s,jizzsacks
2513,$jizzsackHs,jizzsacks
2514,rizzWacks,jizzsacks
2515,jizzsRckj,jizzsacks
2516,jizzascsk,jizzsacks
2517,zjizsacks,jizzsacks
2518,jizzsks,jizzsacks
2519,jizzacs,jizzsacks
2520,pigfuc<rr,pigfucker
2521,piTfuxker,pigfucker
2522,pigfocrer,pigfucker
2523,pigfucrek,pigfucker
2524,picgfuYcker,pigfucker
2525,gpigfucke5r,pigfucker
2526,pQgfuckKr,pigfucker
2527,Kigrucker,pigfucker
2528,ipfgucker,pigfucker
2529,pgifcuker,pigfucker
2530,pigfucr,pigfucker
2531,pigfker,pigfucker
2532,Xhi%es,shites
2533,shL$es,shites
2534,8hite8,shites
2535,8hite8,shites
2536,sh&itqes,shites
2537,sVhitYes,shites
2538,shicea,shites
2539,s!itvs,shites
2540,sthies,shites
2541,hsiets,shites
2542,shes,shites
2543,htes,shites
2544,Tagshkt,fagshit
2545,fagzhJt,fagshit
2546,fa98hit,fagshit
2547,fa98hit,fagshit
2548,fagshEiNt,fagshit
2549,fagsh5iIt,fagshit
2550,KagXhit,fagshit
2551,Aa4shit,fagshit
2552,fgashti,fagshit
2553,afghsit,fagshit
2554,fagsi,fagshit
2555,fgsht,fagshit
2556,FockXuck,cocksuck
2557,cocmsuxk,cocksuck
2558,cucksucr,cocksuck
2559,cucksock,cocksuck
2560,c(ocksu%ck,cocksuck
2561,cock0sucok,cocksuck
2562,docksWck,cocksuck
2563,cpckswck,cocksuck
2564,cockskuc,cocksuck
2565,cokcsukc,cocksuck
2566,coksuk,cocksuck
2567,cocksk,cocksuck
2568,nigfrecs,niggress
2569,biggresD,niggress
2570,nig9kess,niggress
2571,niggke8s,niggress
2572,niCggWress,niggress
2573,nig_grZess,niggress
2574,iiggSess,niggress
2575,niggqiss,niggress
2576,nigrgess,niggress
2577,niggress,niggress
2578,niggre,niggress
2579,nggres,niggress
2580,bell#nx,bellend
2581,NeOlend,bellend
2582,be11end,bellend
2583,6el1end,bellend
2584,Abelle5nd,bellend
2585,sbelle6nd,bellend
2586,beYlbnd,bellend
2587,bfllenO,bellend
2588,beleldn,bellend
2589,eblelnd,bellend
2590,beend,bellend
2591,ellnd,bellend
2592,shitfXsYicfuck,shittasticfuck
2593,shirtWstivfuck,shittasticfuck
2594,8hittasticfocr,shittasticfuck
2595,8hitta8ticfucr,shittasticfuck
2596,shittasFticf#uchk,shittasticfuck
2597,5shiWttas3ticfuck,shittasticfuck
2598,sYiyRasticfuck,shittasticfuck
2599,shiLtast$cfuck,shittasticfuck
2600,hsittatscifuck,shittasticfuck
2601,shittsatcifukc,shittasticfuck
2602,shiasticuck,shittasticfuck
2603,shittastiuc,shittasticfuck
2604,asjoIe,ashole
2605,ZsYole,ashole
2606,a8ho1e,ashole
2607,a8h0le,ashole
2608,SaTshole,ashole
2609,(asVhole,ashole
2610,ash4lY,ashole
2611,auholl,ashole
2612,sahoel,ashole
2613,asohel,ashole
2614,ahle,ashole
2615,asol,ashole
2616,"pibfuk,er",pigfukker
2617,0ugfukker,pigfukker
2618,pigfokrer,pigfukker
2619,pigforker,pigfukker
2620,pi4gfukkEer,pigfukker
2621,pi!gfuk3ker,pigfukker
2622,nigfuk7er,pigfukker
2623,pig_fkker,pigfukker
2624,pigfukrke,pigfukker
2625,pigufkker,pigfukker
2626,pigfkke,pigfukker
2627,pgfuker,pigfukker
2628,f*ok,fook
2629,fool,fook
2630,fuuk,fook
2631,fuor,fook
2632,ifook,fook
2633,f^ook,fook
2634,fooo,fook
2635,wook,fook
2636,fook,fook
2637,foko,fook
2638,fok,fook
2639,foo,fook
2640,n(cka,nicka
2641,niska,nicka
2642,nicra,nicka
2643,nicra,nicka
2644,nick#a,nicka
2645,4nicka,nicka
2646,@icka,nicka
2647,nicya,nicka
2648,nikca,nicka
2649,incka,nicka
2650,nick,nicka
2651,nick,nicka
2652,gofdahmit,goddammit
2653,"godwa,mit",goddammit
2654,9uddammit,goddammit
2655,90ddammit,goddammit
2656,godd0ammgit,goddammit
2657,gonddammzit,goddammit
2658,gozdam3it,goddammit
2659,goldammKt,goddammit
2660,goddammit,goddammit
2661,goddamimt,goddammit
2662,goddamm,goddammit
2663,oddammt,goddammit
2664,dvfkwhi,fvckwhi
2665,fvXUwhi,fvckwhi
2666,fvcrwhi,fvckwhi
2667,fvcrwhi,fvckwhi
2668,fvckkwNhi,fvckwhi
2669,f8v8ckwhi,fvckwhi
2670,fvc+rhi,fvckwhi
2671,fIckwhW,fvckwhi
2672,vfckwih,fvckwhi
2673,fcvkwih,fvckwhi
2674,fvkhi,fvckwhi
2675,fckhi,fvckwhi
2676,cteampir,creampie
2677,crwaJpie,creampie
2678,ckeampie,creampie
2679,ckeampie,creampie
2680,crkea7mpie,creampie
2681,Scnreampie,creampie
2682,cruamlie,creampie
2683,crZamp$e,creampie
2684,rceampei,creampie
2685,creampie,creampie
2686,creame,creampie
2687,reamie,creampie
2688,fuc,fuc
2689,fuc,fuc
2690,foc,fuc
2691,foc,fuc
2692,fuc,fuc
2693,fuc,fuc
2694,fuc,fuc
2695,fuc,fuc
2696,fuc,fuc
2697,fuc,fuc
2698,fuc,fuc
2699,fuc,fuc
2700,chinU,chink
2701,chinu,chink
2702,chinr,chink
2703,chinr,chink
2704,c9hink,chink
2705,hchink,chink
2706,chin3,chink
2707,shink,chink
2708,hcink,chink
2709,hcink,chink
2710,chnk,chink
2711,cink,chink
2712,eMZculatioG,ejaculation
2713,rjac Tlatiob,ejaculation
2714,ejaco1atiun,ejaculation
2715,ejaco1ati0n,ejaculation
2716,e8j#aculat(ion,ejaculation
2717,dej0ac1ulation,ejaculation
2718,ejgcul_taon,ejaculation
2719,ejaculkwijn,ejaculation
2720,jeacualiton,ejaculation
2721,eajcualtoin,ejaculation
2722,eculaion,ejaculation
2723,ejalatio,ejaculation
2724,p@nicruccer,penisfuccer
2725,pFniqfucceg,penisfuccer
2726,peni8foccek,penisfuccer
2727,peni8foccek,penisfuccer
2728,Mpenisfhucce1r,penisfuccer
2729,tpenisfuccTevr,penisfuccer
2730,penPsfuarer,penisfuccer
2731,peZigUuccer,penisfuccer
2732,peniusfcecr,penisfuccer
2733,penifsuccer,penisfuccer
2734,penifucr,penisfuccer
2735,isfuccer,penisfuccer
2736,fFvLing,fcvking
2737,fDvkinn,fcvking
2738,fcvrin9,fcvking
2739,fcvrin9,fcvking
2740,fchvkinZg,fcvking
2741,fcUvkinVg,fcvking
2742,fcvkbqg,fcvking
2743,f#vkinJ,fcvking
2744,cfvkign,fcvking
2745,cfvknig,fcvking
2746,vking,fcvking
2747,fckig,fcvking
2748,jiggaH9o,jiggaboo
2749,jirgsboo,jiggaboo
2750,jigga6uo,jiggaboo
2751,jigga60o,jiggaboo
2752,hjiggJaboo,jiggaboo
2753,jiggab3ovo,jiggaboo
2754,6iggaKoo,jiggaboo
2755,jiGg3boo,jiggaboo
2756,ijggbaoo,jiggaboo
2757,jigagobo,jiggaboo
2758,jigabo,jiggaboo
2759,jiggao,jiggaboo
2760,shitfaDsRuck,shitfacefuck
2761,snitfScefuxk,shitfacefuck
2762,8hitfacefocr,shitfacefuck
2763,8hitfacefocr,shitfacefuck
2764,s!hitfa5cefucnk,shitfacefuck
2765,3shitfva!cefuck,shitfacefuck
2766,shiVfa$efLck,shitfacefuck
2767,shitfacAzucJ,shitfacefuck
2768,shtfiacefcuk,shitfacefuck
2769,shtficaefuck,shitfacefuck
2770,shtfcefuk,shitfacefuck
2771,sifacefuk,shitfacefuck
2772,sholo,cholo
2773,cholk,cholo
2774,cho10,cholo
2775,ch01o,cholo
2776,ch8olo,cholo
2777,chJolo,cholo
2778,cholN,cholo
2779,3holo,cholo
2780,chloo,cholo
2781,chloo,cholo
2782,holo,cholo
2783,chlo,cholo
2784,"c8nt,ickFrs",cuntlickers
2785,cuGrlickerD,cuntlickers
2786,cuntlicrek8,cuntlickers
2787,cunt1icreks,cuntlickers
2788,cuntLl4ickerfs,cuntlickers
2789,cyunt$lickOers,cuntlickers
2790,cCntlfckert,cuntlickers
2791,8untlic&ars,cuntlickers
2792,ucntilckres,cuntlickers
2793,cuntlickesr,cuntlickers
2794,cnlickrs,cuntlickers
2795,ctlickrs,cuntlickers
2796,cocwuDk,cocsuck
2797,cocsuX.,cocsuck
2798,coc8ucr,cocsuck
2799,cuc8uck,cocsuck
2800,Uc8ocsuck,cocsuck
2801,icocsuXck,cocsuck
2802,clcsHck,cocsuck
2803,cocgyck,cocsuck
2804,ccosukc,cocsuck
2805,coscukc,cocsuck
2806,ccuck,cocsuck
2807,cosuk,cocsuck
2808,sJitburd,shitbird
2809,sGitbiTd,shitbird
2810,shit6ikd,shitbird
2811,8hit6ird,shitbird
2812,shWitUbird,shitbird
2813,shaitRbird,shitbird
2814,sGitbiud,shitbird
2815,shizbiFd,shitbird
2816,shtiibrd,shitbird
2817,shtibidr,shitbird
2818,sitbir,shitbird
2819,hitird,shitbird
2820,assfucIeFz,assfuckerz
2821,asseuck2rz,assfuckerz
2822,a8sfucker2,assfuckerz
2823,a8sfuckekz,assfuckerz
2824,Dassfuckserz,assfuckerz
2825,assfHuRckerz,assfuckerz
2826,assfEckeJz,assfuckerz
2827,a*s2uckerz,assfuckerz
2828,safsuckerz,assfuckerz
2829,assufckezr,assfuckerz
2830,assfucke,assfuckerz
2831,assfuker,assfuckerz
2832,feg,feg
2833,feg,feg
2834,fe9,feg
2835,fe9,feg
2836,feg,feg
2837,feg,feg
2838,feg,feg
2839,feg,feg
2840,feg,feg
2841,feg,feg
2842,feg,feg
2843,feg,feg
2844,mothaf TVklng,mothafucking
2845,mothafucuigB,mothafucking
2846,m0thafucrin9,mothafucking
2847,muthafucrin9,mothafucking
2848,mhotohafucCking,mothafucking
2849,mogthayfuck2ing,mothafucking
2850,moXhBfucking,mothafucking
2851,4othafxfking,mothafucking
2852,omtahufcking,mothafucking
2853,mtohafucking,mothafucking
2854,othafucng,mothafucking
2855,mothafcng,mothafucking
2856,nu%hafukka,muthafukka
2857,muthaguoka,muthafukka
2858,mothafurka,muthafukka
2859,muthafokra,muthafukka
2860,Kmuthafukkba,muthafukka
2861,muthaMfukkla,muthafukka
2862,uuthaTukka,muthafukka
2863,muthafpkkK,muthafukka
2864,mutahfkuka,muthafukka
2865,mutahufkka,muthafukka
2866,mthafkka,muthafukka
2867,mthfukka,muthafukka
2868,negro$z,negroes
2869,Gegroee,negroes
2870,negkoe8,negroes
2871,negrue8,negroes
2872,ne@groeKs,negroes
2873,n@egJroes,negroes
2874,!egroAs,negroes
2875,3Wgroes,negroes
2876,engreos,negroes
2877,neogres,negroes
2878,neoes,negroes
2879,groes,negroes
2880,slig,spig
2881,Apig,spig
2882,8pi9,spig
2883,8pi9,spig
2884,sspig,spig
2885,spiCg,spig
2886,spiu,spig
2887,spMg,spig
2888,spgi,spig
2889,sipg,spig
2890,spg,spig
2891,sig,spig
2892,f$cked,fecker
2893,fsSker,fecker
2894,fecrek,fecker
2895,fecrek,fecker
2896,TfeckeSr,fecker
2897,feckCekr,fecker
2898,feyner,fecker
2899,fecHcr,fecker
2900,fecrke,fecker
2901,cfeker,fecker
2902,fcer,fecker
2903,fecr,fecker
2904,asZJat,asshat
2905,assNst,asshat
2906,a88hat,asshat
2907,a88hat,asshat
2908,aysswhat,asshat
2909,a!ssPhat,asshat
2910,asTmat,asshat
2911,asAbat,asshat
2912,sasaht,asshat
2913,asshat,asshat
2914,ssha,asshat
2915,ssat,asshat
2916,vates,bates
2917,bStes,bates
2918,6ate8,bates
2919,6ate8,bates
2920,qbates,bates
2921,bmates,bates
2922,batms,bates
2923,bat5s,bates
2924,abtes,bates
2925,btaes,bates
2926,bate,bates
2927,bats,bates
2928,sl7t,slit
2929,slut,slit
2930,81it,slit
2931,81it,slit
2932,sli*t,slit
2933,sliat,slit
2934,slFt,slit
2935,Clit,slit
2936,slti,slit
2937,lsit,slit
2938,sit,slit
2939,slt,slit
2940,cunfy,cunty
2941,c8nty,cunty
2942,conty,cunty
2943,conty,cunty
2944,cPunty,cunty
2945,cunFty,cunty
2946,cuntu,cunty
2947,Lunty,cunty
2948,ucnty,cunty
2949,cunyt,cunty
2950,cuny,cunty
2951,cuty,cunty
2952,BJnger,finger
2953,fLnRer,finger
2954,fin9ek,finger
2955,fin9ek,finger
2956,fiwnKger,finger
2957,xfi_nger,finger
2958,fingfD,finger
2959,finleQ,finger
2960,ifngre,finger
2961,fignre,finger
2962,finr,finger
2963,iger,finger
2964,whow5s,whoars
2965,qhiars,whoars
2966,wh0aks,whoars
2967,whoak8,whoars
2968,wh7o$ars,whoars
2969,wZhxoars,whoars
2970,ThoLrs,whoars
2971,^hoarh,whoars
2972,whosar,whoars
2973,whaosr,whoars
2974,whos,whoars
2975,whrs,whoars
2976,b*tHduckers,buttfuckers
2977,bkgtfHckers,buttfuckers
2978,6ottfucrers,buttfuckers
2979,6ottfuckeks,buttfuckers
2980,Dbquttfuckeirs,buttfuckers
2981,bXuttdfuckrers,buttfuckers
2982,butVsuckerN,buttfuckers
2983,buttt1c5ers,buttfuckers
2984,ubttfckuers,buttfuckers
2985,ubttfcukesr,buttfuckers
2986,btfucers,buttfuckers
2987,buttkers,buttfuckers
2988,HothFrfckung,motherfcking
2989,m(therfckonR,motherfcking
2990,mothekfcrin9,motherfcking
2991,mutherfcrin9,motherfcking
2992,mEothe6rfckiHng,motherfcking
2993,mojtSherWfcking,motherfcking
2994,moCherpckirg,motherfcking
2995,notheOfVking,motherfcking
2996,mtoherfcking,motherfcking
2997,motherfckign,motherfcking
2998,otherckig,motherfcking
2999,othefckin,motherfcking
3000,xack,cack
3001,Fack,cack
3002,cacr,cack
3003,cacr,cack
3004,@cack,cack
3005,cacuk,cack
3006,Pack,cack
3007,cac$,cack
3008,cakc,cack
3009,cakc,cack
3010,cak,cack
3011,cac,cack
3012,cUingXhong,chingchong
3013,chingchLJg,chingchong
3014,chingchun9,chingchong
3015,chin9chung,chingchong
3016,5chingchXong,chingchong
3017,2cKhingchong,chingchong
3018,chingc&+ng,chingchong
3019,chi_gch+ng,chingchong
3020,hcingchogn,chingchong
3021,cihngchnog,chingchong
3022,chinchng,chingchong
3023,cingcong,chingchong
3024,Jic>as,nickas
3025,nkskas,nickas
3026,nicra8,nickas
3027,nicra8,nickas
3028,tnicakas,nickas
3029,Fnidckas,nickas
3030,niFk4s,nickas
3031,C_ckas,nickas
3032,inkcas,nickas
3033,nikacs,nickas
3034,ikas,nickas
3035,icas,nickas
3036,gir;i#boy,girlieboy
3037,gir<iebpy,girlieboy
3038,gikliebuy,girlieboy
3039,gikliebuy,girlieboy
3040,gQirLlieboy,girlieboy
3041,girPli0eboy,girlieboy
3042,uirldeboy,girlieboy
3043,girlieXXy,girlieboy
3044,igrleiboy,girlieboy
3045,girlioeby,girlieboy
3046,girieoy,girlieboy
3047,girlioy,girlieboy
3048,mKthaf^Skings,mothafuckings
3049,mothafuFJiJgs,mothafuckings
3050,muthafockin9s,mothafuckings
3051,mothafucrin98,mothafuckings
3052,mothaufuc+k5ings,mothafuckings
3053,moth(a)fuckiRngs,mothafuckings
3054,mothafugki5bs,mothafuckings
3055,!oAhafuckingQ,mothafuckings
3056,mothaufckisng,mothafuckings
3057,mohatfcukings,mothafuckings
3058,mthfuckins,mothafuckings
3059,mothafuing,mothafuckings
3060,phuckOnns,phuckings
3061,phudkinFs,phuckings
3062,phockin9s,phuckings
3063,phucring8,phuckings
3064,bph%uckings,phuckings
3065,%p#huckings,phuckings
3066,phucjingk,phuckings
3067,phuckigVs,phuckings
3068,phcuikngs,phuckings
3069,phcukinsg,phuckings
3070,phuckis,phuckings
3071,phckigs,phuckings
3072,wzng,wang
3073,sang,wang
3074,wan9,wang
3075,wan9,wang
3076,7wang,wang
3077,twang,wang
3078,wan9,wang
3079,wanT,wang
3080,awng,wang
3081,wagn,wang
3082,wan,wang
3083,ang,wang
3084,fkrr,fker
3085,fMer,fker
3086,frek,fker
3087,frek,fker
3088,fk!er,fker
3089,fke#r,fker
3090,eker,fker
3091,fk8r,fker
3092,fkre,fker
3093,fkre,fker
3094,fkr,fker
3095,ker,fker
3096,fudgwpacM3rs,fudgepackers
3097,eIdgepXckers,fudgepackers
3098,fod9epacrers,fudgepackers
3099,fud9epackek8,fudgepackers
3100,fudggeparckeCrs,fudgepackers
3101,f%udgexpackegrs,fudgepackers
3102,yu2gepacker%,fudgepackers
3103,LudgepjcWers,fudgepackers
3104,fugdeapckesr,fudgepackers
3105,fudgeapceksr,fudgepackers
3106,fdgepkers,fudgepackers
3107,fugpacker,fudgepackers
3108,cockh@r,cockhed
3109,cockhDC,cockhed
3110,cucrhed,cockhed
3111,c0crhed,cockhed
3112,cockhweTd,cockhed
3113,ciockhe$d,cockhed
3114,coc1h0d,cockhed
3115,cIckher,cockhed
3116,cokcehd,cockhed
3117,ccokehd,cockhed
3118,ocked,cockhed
3119,ccked,cockhed
3120,greqsWr,greaser
3121,gE#aser,greaser
3122,grea8ek,greaser
3123,9keaser,greaser
3124,grSeqaser,greaser
3125,grXeUaser,greaser
3126,g!easeG,greaser
3127,g(eaHer,greaser
3128,grearse,greaser
3129,rgaeser,greaser
3130,grear,greaser
3131,greae,greaser
3132,",otherfujkW",motherfukka
3133,moghe3Dukka,motherfukka
3134,m0thekfurka,motherfukka
3135,motherforra,motherfukka
3136,modth6erfXukka,motherfukka
3137,PmothGerfukkOa,motherfukka
3138,motheCNuTka,motherfukka
3139,motherfuZG(,motherfukka
3140,mhoterfukak,motherfukka
3141,omtehfrukka,motherfukka
3142,mherfukk,motherfukka
3143,mothrfkk,motherfukka
3144,jLzzy,jizzy
3145,jizxy,jizzy
3146,ji22y,jizzy
3147,ji22y,jizzy
3148,Hjizzy,jizzy
3149,jVizzy,jizzy
3150,jiUzy,jizzy
3151,jiz&y,jizzy
3152,jizyz,jizzy
3153,ijzzy,jizzy
3154,jizz,jizzy
3155,jzzy,jizzy
3156,nuHdack,nutsack
3157,j^tsack,nutsack
3158,nut8acr,nutsack
3159,notsacr,nutsack
3160,LnutsBack,nutsack
3161,bnutsa8ck,nutsack
3162,nUt9ack,nutsack
3163,nutOa8k,nutsack
3164,ntuasck,nutsack
3165,nutcsak,nutsack
3166,nsack,nutsack
3167,utsck,nutsack
3168,jigfeTboos,jiggerboos
3169,jiggerbPoD,jiggerboos
3170,jig9erbous,jiggerboos
3171,jig9ekboos,jiggerboos
3172,ji1ggerAboos,jiggerboos
3173,jiggVgerboos,jiggerboos
3174,jdgglrboos,jiggerboos
3175,jiggeSb+os,jiggerboos
3176,jiggreboso,jiggerboos
3177,jiggebroos,jiggerboos
3178,jiggeros,jiggerboos
3179,jigerbos,jiggerboos
3180,perophOle,pedophile
3181,ped0pBile,pedophile
3182,peduphi1e,pedophile
3183,peduphi1e,pedophile
3184,pedoHphille,pedophile
3185,pedophiKl7e,pedophile
3186,pedCphiBe,pedophile
3187,pe1op@ile,pedophile
3188,pdeophiel,pedophile
3189,pdeohpile,pedophile
3190,pedophl,pedophile
3191,pedpile,pedophile
3192,pussluckeF,pusslicker
3193,puzsliDker,pusslicker
3194,pos8licker,pusslicker
3195,puss1icrer,pusslicker
3196,pusdsli9cker,pusslicker
3197,pu6sRslicker,pusslicker
3198,Uus*licker,pusslicker
3199,pxsslecker,pusslicker
3200,upsslicekr,pusslicker
3201,upsslikcer,pusslicker
3202,ussicker,pusslicker
3203,pusslikr,pusslicker
3204,bQxtid,bastid
3205,Fas4id,bastid
3206,6a8tid,bastid
3207,6a8tid,bastid
3208,ba^sGtid,bastid
3209,bavsYtid,bastid
3210,faPtid,bastid
3211,bFsuid,bastid
3212,absitd,bastid
3213,abstdi,bastid
3214,bstd,bastid
3215,bstd,bastid
3216,assfQde,assface
3217,wesface,assface
3218,a88face,assface
3219,a88face,assface
3220,assfZagce,assface
3221,aVssqface,assface
3222,ansface,assface
