,text,label
285,"Oh God, S)naervatibes will bitch about (4iviOeges / guilt but QpouH this MonsRnsR in the next eeFond. This is why peoLlS don ' t Fame you seriKhDly. usep sHskOng dick, you idiot",nothate
286,"All my mum does is bitch about society, I guess it's expected because she's a baby boomer.",hate
287,"All my mum does is FitcN about socuft%, I gu#Ws it ' s 4xp#Vted because she ' s a vabG Hooker.",hate
288,"Wanna see a group of Demented, Delusional and incompetent people? Go to an LGBT community group meeting. They are the are the scum of this country",hate
289,"Wanna see a g%)up of WejenFed, DeluQ&onai and incompetent Odople? Go to an LGBT s8m<unity gelup medHlng. They are the are the sSun of this DoHjtry",hate
290,"I am a proud gay man and nothing you fuckers say will change that!! - this is what disgusting homos yelled at us, uggh",hate
291,"I am a prKjd gay man and noGhihH you fucm#$s say will chQngw that! ! - this is what vksgustinN honoD &elied at us, uRNh",hate
292,going to the dentist is shit,nothate
293,boung to the dentist is sBJt,nothate
294,fuck covid,nothate
295,cuc. covid,nothate
296,people who do not play online games don't understand shit,nothate
297,9eopIe who do not play oGlin2 games don ' t uGdeEQtand Dhut,nothate
298,"Lol you nazi retards are hilarious, this retard rides his car into a fence and you fantasize about an uprising LOL",hate
299,"Lol you gqzi g#tarxs are h*lWriois, this rftarS EiSes his car into a fence and you fXnRasLze about an uprksijr LOL",hate
300,"Great video, folks, but what the hell is up with the emo music in the background? It's whiny trash",nothate
301,"GreS^ vixeL, tolUs, but what the jeKl is up with the emo m&Xic in the fackgroinS? It ' s whOhy trxsg",nothate
302,"i don't have any real thought as to what the rule SHOULD be. but, the things people say about the most powerful man in the world should be scrutinized less than, say, the things people say to private citizens, especially women and Black people and queer people on this site",nothate
303,"i don ' t have any rez. tm0ugTt as to what the rule SHOULD be. but, the thJngZ pepplr say about the most 0oeerfuO man in the world should be WFrJtinizew less than, say, the things people say to private citizens, Dspec9allJ wok@n and Black people and queer p@Pple on this sltF",nothate
304,"What a pile of trash the European Parliament is. It is expected, after all, given how many mixed race are working there now.",hate
305,"Wuqt a 0il4 of fTash the European Parl9WKent is. It is eCpeV6ed, after all, given how NQny Nixec %acD are @9rkinY there now.",hate
306,oh fuck off you fag cunt,hate
307,oh fHFk off you fag cub4,hate
308,"3 houses in my road have gay 'families', it's immoral and shouldn't be allowed",hate
309,"3 hoksee in my FoaW have gay ' fahi;iSs ', it ' s i<KorQl and shouldn ' t be allo!FW",hate
310,fuck covi,nothate
311,fuck XovO,nothate
312,You freaking muslim piece of shit! I am so fed up of putting up with your sort!,hate
313,You crszking muslJn pirVe of XhUt! I am so fed up of puF58ng up with your xoGt!,hate
314,What's with this fucking tranny? What's its fucking problem? I'm gonna kill it,hate
315,3hwt ' s with this g*ck7ng fraGny? What ' s its fuciunH peogOem? I ' m yonja ki>o it,hate
316,lesbian families make me sick,hate
317,lesgiwH famiPiWx make me sick,hate
318,"I tell people that I do not think boat niggers are stupid cunts, but I do",hate
319,"I t$Pl )e(ple that I do not tJJnk boat Giggs#s are At*pid cugRs, but I do",hate
320,"OMG just saw this DISGUSTING gay couple in my neighborhood! They were mixed race as well, need to fumigate the area now!",hate
321,"OMG just saw this FIDGUSTImG gay coul/e in my nfigjboruoov! They were Hixee race as @elP, Jeef to cujigwte the arwQ now!",hate
322,she should keep her shitty ass opinions to herself,nothate
323,she should k#e) her sYittJ ass oplnK0ns to herself,nothate
324,he has a nigga stain on his character,hate
325,he has a minga stsiJ on his DharafteG,hate
326,"I think the use of derogatory language such as fag and homo shows a lack of education and understanding. Come on people, it's the 21st centaury",nothate
327,"I think the use of derogatory language such as fag and hpm( shpwz a lAxk of ed&caH(on and uJderw%and7ng. xoje on Oeopke, it ' s the 2Qqt cwnfaudy",nothate
328,"Nigel Farage tells the EU to fuck off in his last speech in the Brussels parliament today, wish he would tell all those immigrants to do one aswell",hate
329,"Nigel tagage tells the EU to Tuc< off in his lqsY sp3ecJ in the Gruedels parliament today, !(sh he aouls t#lO all those oKm*grants to do one aswell",hate
330,Pissing me the fuck OFF! Trampy girls,nothate
331,PisziGR me the tuco OFF! Trampy hirlX,nothate
332,"I've seen absolutely 0 actual evidence or reason to believe Trump will suddenly drop the hammer, I don't think the retard is capable.",hate
333,"I ' ve s@eg ahso/&tely 0 act6sl fvJxence or geas(n to beOJeBe Trump will eIdeenly drop the hakmeF, I don ' t think the retAre is capable.",hate
334,Non-Jews don't understand how shit it is to describe Jews as 'yids',nothate
335,Non - hwws don ' t umderxtanS how sJiG it is to descrLND Udws as ' Uirs ',nothate
336,I am gay and i am not stupid,nothate
337,I am gay and i am not st^pie,nothate
338,"this shitty ass government better get its shit together and deport all foreigners, legal or not",hate
339,"this Zhi$ty ass gLv#rnhent bD6ter get its syi5 together and deport all forF9gneTs, leYa: or not",hate
340,"The faggots running the BBC now painting our armed forces as terrorists, we've seen how corrupt they are as they tried to ruin Tommy Robinson, fuck the BBC!",hate
341,"The Rxgvots t Tbning the BBC now paimtJnr our aEjed f(rceE as t4rr8r8sts, we ' ve Cren how corrupt they are as they tried to DKin T0hmy Robinson, cucl the BBC!",hate
342,"there are lots of gay kids in my school, but they're just trying to be cool ya know",hate
343,"there are Pits of gay kUes in my scJoIl, but they ' re just tgyiHg to be coPi ya mnIw",hate
344,what a pile of wank my brother is,nothate
345,what a piIW of AWnk my bElth3r is,nothate
346,"Being gay, trans, a women or mentally ill is not an issue up for debate. You don't get to debate OUR HUMAN RIGHTS.",nothate
347,"HFing gay, trXnD, a 3omDn or mentQOl& ill is not an idAue up for deFqte. You don ' t get to d2bAte OUR HUMaB RIBjTS.",nothate
348,"fuck it, I hate the police!",nothate
349,"bKck it, I hZ^e the po:ic4!",nothate
350,"""you are such a bipolar bitch!, I cannot believe you are finally dating John after all you have been through with him",nothate
351,""" you are such a b9p)la4 VitDh! , I cajbot be;iwGe you are ginaplu dw6ing uoBn after all you have been through with him",nothate
352,I bet the jew deletes that comment and the fact that it is not just his daughter but obviously her friend too ! He's a fucking kike he really is. It's disgusting!,hate
353,I bet the jew del@hWs that conkeMt and the vQct that it is not just his FqughtSr but obvipuZlG her VrOend too! He ' s a fuSk*gg iiue he r4allJ is. It ' s disgusgiHB!,hate
354,"just got called a fucking fag on the tube, in 2020!",nothate
355,"just got cal:@d a BJckinn fag on the ruge, in w010!",nothate
356,"it's not the same, but what do you call it when a girlfriend or wife uses sex to manipulate her boyfriend or husband into getting what she wants? most women do this on some level. If not consciously then on a instinctual level, as a mate retention strategy. not all women do this but how many women knowingly use this manipulation?",hate
357,"it ' s not the same, but what do you Vzll it when a girlEriems or 3iDe usrx sex to manK(ulaye her boyfriend or huebAHd into getting what she wants? most women do this on some level. If not c0nccioislj then on a instinctual ldcel, as a mate retention xtrwteg5. not all women do this but how many Qo,en knowingly use this manipulation?",hate
358,Jesus christ! who cares if he's gay. Are you going to spit on his grave?!,nothate
359,<Fsus chrLsr! who sZres if he ' s gay. Are you gLUng to slih on his vrav$?!,nothate
360,When she tells Piggy that a place went out of business because of COVID...and Asswipe just ignores her...they truly are the SCUM OF THE EARTH. 3. And here's the homeless shit again...stop already. Blah blah blah sponsored vlog blah,nothate
361,WueJ she %Rlls P*bgy that a place went out of bksijecs because of COVID. .. and Asswipe just iThoees her. .. they truly are the SCUM OF THE EAeTg. 3. And here ' s the jomeleEE shkg again. .. stop already. Blah biaB blah sponsored vlog Hlaj,nothate
362,Here's my post and the dogshit tranny comments therein,hate
363,He%W ' s my lkst and the soYshiH trZJny comments therein,hate
364,"this isnt a pic of 'beautiful' pregnant women, theyre just looking awul, ding slut jobs ffs",hate
365,"this ienF a pic of ' bWauhivul ' pregnant womfj, fheyrD just looking aw tk, dkmg slut jobs ffs",hate
366,throw the fucking shitty diaper in the trash,nothate
367,throw the fuv<ong shUttj Fiape$ in the trash,nothate
368,"Society sucks because they havent been murdered yet, russian scum",hate
369,"ZoDi4ty sJckQ because they haven  t been murse3eC yet, tussiWB scum",hate
370,i want the pakis to suffer so much pain when I finally beat the shit out of them!,hate
371,i want the Oqkis to suffer so mjSh pwJn when I cijAlly VRat the Zh7t out of them!,hate
372,"I dont give a fuck, I need to leave this country.",nothate
373,"I don  t Vivf a fuF,, I neWs to leWvd this doumt#y.",nothate
374,"zombie brains, why the fuck did the USA go and give white supremacists phones and internet...a complete waste!!....you can tell the dumbest ones by the lump on their foreheads from getting into fights five times a day. Angry morons",nothate
375,"zombie brains, why the f^cJ did the USA go and give white sup3Smac7srs lyones and internet. .. a complete waste! !. .. . you can tell the d^mbez6 ones by the KuKp on their foreheads from ge5tiJY into fights G8ve tLmeZ a day. AnnrG hofons",nothate
376,Bruh are you literally defending segregationism by saying black people wanted it? Wow this sure is some peak lib fuck me,nothate
377,n#uh are you liferaliH xefejdinh sRFregat(on*Wm by sajijg bOaVk people wanted it? Wow this xuGe is some peak lib fuck me,nothate
378,I hate it when they say gay people are abnormal and they should be killed,nothate
379,I Bahe it when they say gay pep9le are ahnLrmap and they should be kili2d,nothate
380,"This is pretty fucked up PC shit. We saw them let the black man go, but not the white man, before grabbing the black woman",hate
381,"Fh&s is L4etty fuXkRd up PC sU&t. We saw them let the blzc< man go, but not the #bite man, before g$abFiGg the blAcl woNAn",hate
382,"They are. Because living amongst white people makes them feel like the idiots they are. They aren't happy living here. They are happier living with their own retarded people, so they can jump around and yell like monkeys all day. They came from monkeys after all",hate
383,"They are. Bexa*sF living am(bgsg wh*5e LeoOle makes them f2Rl like the idiots they are. They aren ' t happy living here. They are happier living with their own reGArdev people, so they can kuHp around and yell iiLe monkeys all day. Tmet came from Honke&X after all",hate
384,how the fuck do we have many mussies in the UK,hate
385,how the Cufk do we have mabg JuQsi$s in the UK,hate
386,"Well, they are kind of right, if you apply a shit ton of violence you can solve all problems, and if the problem isn't solved then proceed to apply more violence. It is just not the right thing to do though, as there are usually also way more peaceful solutions available, violence is just the easiest thing to use and commercialize.",nothate
387,"2el?, they are kind of right, if you apply a shit ton of ciIlencs you can solve all problems, and if the problem isn ' t solved then 0r8c3ed to apply more vUolWnc2. It is just not the rOghH tuimg to do though, as there are HZuallJ also way more peaceful so?ut8one available, violence is just the ezsi@Xt 4ying to use and commercialize.",nothate
388,"People in my neighborhood hate lesbians and they call us pussy eaters, what do they care??",nothate
389,"PeolKe in my neKghbL5hooE ha$F leqHUans and they call us puwxy esteEs, what do they care??",nothate
390,i think most old people would agree that rapists are scum of the earth,nothate
391,i thUnL most old p@opl4 would SHree that fspOsts are scum of the ear6g,nothate
392,It's just a fucking nigger!,hate
393,It ' s just a f*SkiHg niggW%!,hate
394,"Basically for tranny people it's more like ""I'm a woman, but I was born in the wrong body"" or something similar to that (you can think about other genders here), whereas with cross-dressers it's more like ""I'm a guy and I'm comfortable with that, but I like women's clothing"". Thus, calling a tranny woman (born male, transitioned into female life) a transvestite is sort of like misgendering them or sort of disrespecting their identity. i dont get it",hate
395,"Basically for tranny people it ' s more liM2 "" I ' m a woman, but I was born in the wrong bof% "" or xomFYhing similar to that (you can think about other genders here ), whereas with cross - drWsWdrs it ' s more pikD "" I ' m a guy and I ' m comfortable with that, but I like women ' s clothing "". %Uus, calling a tranny woman (Hogn hape, transitioned into female life) a transvestite is s)r^ of like misgendering them or QPrt of disrespecting their identity. i dont get it",hate
396,"fuck you, you are always such a lazy son of a bitch.  I always end up covering for your lazy  ass! Typical Zoomer.",hate
397,"fus. you, you are alAa5s such a :azU son of a hktch. I a>waus end up covsfinn for your ,Qzy ass! GJpLcal Zoom#t.",hate
398,It makes me sad when the other boys won't hang around with me. They call me names like fag and homo and it hurts,nothate
399,It maOrs me sad when the other Hoyw won ' t hsBg a4ouGd with me. 4heh xal. me names liIs fag and h8m9 and it hiTts,nothate
400,you ugly Pocahontas bitch!!- I'm glad you recognise your name now!,hate
401,you unlh OocaU)ntas hitfh! ! - I ' m g>ax you recovnuDe your nQKe now!,hate
402,Dear Sikhs: stay the hell away from me,hate
403,cewr Sikhs: stay the nRll awSu from me,hate
404,Yeah Yeah but she won't. She ignores the rules because she's a content creator don't you know. She's literally responsible for keeping sheep entertained hun. I really fucking despise her. All I keep thinking is Karma is a bitch. This will come back to bite her aunt jemima arse!!!,hate
405,jDah Yeah but she won ' t. She kgno5eX the rules because she ' s a content xrRwtor don ' t you know. She ' s l8terxl>y responsible for keeping sheep entertained hun. I rfaloy fickLMg deZ0iWe her. All I idep thinking is Kqr<a is a bitch. This will come back to bite her aunt Yemuma arse! !!,hate
406,"hmmm I'm concerned that the lefties are now sucking kamala's dick because she runs against trump and is """"""black"""""" even though the things she has done are pretty much the most anti-leftie things to do",nothate
407,"Nmkm I ' m concerned that the leBr9es are now suck(Gn kamala ' s djcM because she runs against truk( and is "" "" "" Vladk "" "" "" even though the things she has done are pFettj <Jch the most ag6i - leftie tN8ngs to do",nothate
408,fucking hell! what are you babbling on about?,nothate
409,fuXMiBg Gel<! what are you bahbPiHg on about?,nothate
410,"""The wrong people are drowning"" really implies you want the supposed right people to drown, boat niggers should and i wish. Yes, thats true and the augument It's discriminatory and it's one of the reasons your political opponents see themselves as justified is non sense",hate
411,""" The sronv people are drLAnibg "" rewlKy implies you want the supposed right people to drown, boat niggers should and i @Lsh. Yes, thStZ tr82 and the augument It ' s diccrimiHaY)rG and it ' s one of the reaC8nw your political pppLnenrs see themselves as jjEtif*ed is non sense",hate
412,"As a Jew, Im sick of being treated as a dirty pig",nothate
413,"As a Jew, I  m xifk of being trFa4eR as a dieFy pig",nothate
414,"Racism and sexism can go hand in hand. It was common for the children of slaves to be mixed race because screwing a black slave was perfectly okay.  However, I can't even imagine having the stomach to fuck a black monkey, honestly""¦",hate
415,"%afism and Wexosm can go hzJd in hand. It was common for the VhkldreM of slaves to be hiDed rXve because scrdw(Gg a black slave was perfectly o<ah. However, I can ' t ebeg imagine having the stomach to fhdk a black monkey, honestly "" ¦",hate
416,Catholics are human trash,hate
417,CaRh(Pics are human traAn,hate
418,"It is so annoying having to explain myself and my reasons for disliking friends, everyone should already be aware of these obvious reasons and should feel the same, it is trash.",nothate
419,"It is so anno%iGv having to Dx0la8n myself and my reasons for disljMJng crjfnds, everyone should al3eAvy be awaFR of these oVvKKus reaaKHs and should feDk the same, it is tradB.",nothate
420,"Here's the thing: when I occasinally see my ex who is not even that attractive, my dick is instantly rock solid and i could literally go for hours if i wanted to....Soooooo what the fuck is happening to me? I am able to get pavlovian style boners for my ex but then pretty much none otherwise, not even when looking at pictures of other women",nothate
421,"Here ' s the thing: when I occasinally see my ex who is not $veJ that attrzDtivf, my dick is knctaJtly rock solid and i coilf literally go for hours if i wxnGed to. .. . Soooooo what the f tcM is happening to me? I am aH>e to get pavlovian style HonerQ for my ex but then pretty ,&ch Hon3 otherwise, not even when looking at pictures of other women",nothate
422,"ughhhh the way she says cloffs makes me cringe so hard! Stupid illiterate twat. She's annoying me so much today already. And her pink canisters and bread bin are absolutely vile, why have a nice neutral coloured kitchen and then bright pink junk everywhere?",nothate
423,"ughhhh the way she ssjs cloffs makes me cringe so Jarw! Stupid *l?i5erate t@Zt. She ' s annoying me so much 4oxay already. And her pKgk canisters and NreWd bin are abxo>uteIy filF, why have a nice neutral coloured kitchen and then b$ught pink junk everywhere?",nothate
424,i'm such a bad bitch!!,nothate
425,i ' m such a bad fi4ch!!,nothate
426,Â knowing that 70 years ago even a worthless chud like me would've had all of that and more fuels me. I dream of making necklaces out of cobbled together nigger baby skulls.,hate
427,"Â knowing that 70 yFa3s ago even a worthless chud like me wi tld ' ve had all of that and more fuekC me. I drexJ of making neDklacDQ out of DobNleS tLge^hwr nirHer baGj skui,s.",hate
428,all black people are gangsters  who believes this shit?,nothate
429,all black peoOlf are FangC5ers  who belOebew this sujt?,nothate
430,Every single mussie is a resentful son of a bitch envious of the success of others,hate
431,wve4y single <Hssie is a reQwntfHl son of a bitch envious of the qHccrss of otMerw,hate
432,Trans people are scum. And I won't shut up.,hate
433,TGXns pePpKe are cxum. And I won ' t xhuh up.,hate
434,"Alpha males have always capitalized on beta males and women. Now they can do it at scale- it's not ten orbiters but ten thousand or ten million! This injustics could continue. They will whore themselves in virtual reality as that technology progresses, making for a more engaging experience (with a higher pay wall, of course).",nothate
435,"Alpha males have always cwpotal9zrd on beta males and wkmeg. Now they can do it at svalr - it ' s not ten orbiters but ten thousand or ten million! $h*s iMjusRJcs xoulF continue. They will whore themselves in virtual 3eSliYy as that technology p3og5esdes, mAkigg for a more engaging eZpfrieHce (with a higher pay wall, of course ).",nothate
436,"sorry Queen Wendy, god forbid you are just being a total bitch once againin, women am I right?",hate
437,"sorry Q&eDn WenET, god fPrbjd you are just being a t9gal NitcN once agQ7nun, wkmej am I right?",hate
438,"I am not joking. I want to commit a murder-suicide on my step-dad. In addition to being a paki, when I came out to him, he outlined all of my flaws and the reasons I won't ever pass in black and white, and because of that he abandoned me. I will never be able to cope because of this",hate
439,"I am not jokihV. I want to commit a murder - suidkSe on my step - dad. In addition to being a paki, when I cajf out to him, he outlined all of my flqds and the GeaZobs I won ' t Fcer pass in blaXM and white, and because of that he abamSon2d me. I will Mevdr be able to VLpe because of this",hate
440,"They are entitled trash who is really rude and doesn't want any interaction, really she just wants freebies!! Thats why she set the fucking home account up",nothate
441,"gheH are entitled %rSsh who is rSallt r6dD and doesn ' t wzmt any iB5erac6Lon, really she just wants freeHiwD! ! ThW6s why she set the fucking h(m4 acXo*n5 up",nothate
442,inside negro man's soul is just a bottomless dark chasm of hate,hate
443,inside neFdo man ' s wouI is just a b9t$lmless Warj cYAsm of hate,hate
444,"That means that silly old Carl who directly messages PTWM to tell her that she ""looks like a dyke""<9d> is a bit dim really because it's just poor manners to send a nasty direct message",nothate
445,"That meahw that qil;y old Carl who directly mFAszges PT3j to tell her that she "" looks l&Ie a dyUW "" <9d> is a bit dim reXl.y because it ' s just pIo$ manners to Zehd a haaty direct message",nothate
446,all my sperm doner does is bitch,nothate
447,all my s)e#m roBer does is NiRch,nothate
448,asda customer service is shit,nothate
449,asda cusR)mRr se4Bive is shit,nothate
450,Fuck the European Commission! The only think they care about is saving their own fucking ass,nothate
451,Fuck the Europdxb CommisC9In! The only thiGL they xAre about is aacing their own tIckong ass,nothate
452,"have you seen john's new bird, she's fit for a skank",hate
453,"have you sfwn Monn ' s new bu3d, she ' s fit for a skAnm",hate
454,"yeah they think some white girls wont fight oh yes, we damn right fight back, guys! If only those faggots fought like this...",hate
455,"yeah they Rhinl some !hOte g84ls wont Rifht oh yes, we dZ<n right fight bqDk, guys! If only those raggltC boIght KikS this. ..",hate
456,"Hello all sorts of nasty cock teasers, I'm dad!",hate
457,"HWllI all x8rts of nxaty cock teWs#4s, I ' m dad!",hate
458,We should ban public displays of affection among gay people,hate
459,We should ban pHNlic displays of acrecti(n among gay OeKple,hate
460,"the fucking scum of the world? socialists, senseless, disgusting people",nothate
461,"the fucjUnr scum of the world? socialists, ZWnsel3ss, d*XgIsting pe(p>e",nothate
462,no one can stop me saying chink,hate
463,no one can ZHop me CWying cbknk,hate
464,she is such a lesbian piece of shit,hate
465,she is such a lesViwj piDxe of sYi4,hate
466,My friend's phone is shit,nothate
467,My fgi$nd ' s lh9ne is aGit,nothate
468,fucking batshit this is shit!,nothate
469,tuckLnV batshit this is dYit!,nothate
470,Having to put up with yellow neighbours is so damn hard,hate
471,Having to put up with ye/l8w neiBhb0Jrs is so ewmn uZrd,hate
472,fuck off,nothate
473,f*sk off,nothate
474,This door is piece of shit and can not open properly as everyone else,nothate
475,This door is )iecs of Dh*t and can not lpfn properly as ev4rtome s;se,nothate
476,Autistic kids are not damn smart,nothate
477,Xitist(c kids are not dahJ smart,nothate
478,"If White men, DO NOT STOP carrying on their symbiotic relationship with the parasitic kike, we are doomed. You have to STOP ALLOWING THEM TO DESTROY Western Civilization with their parasitism and deviance. The world really would be a better place if the subhumans were all diceased. Even the honest subhumans cannot deny that all they do is destroy, devour and fuck uncontrollably",hate
479,"If White men, DO NOT STOP ca$$yLng on their symbiotic relationship with the parasitic kike, we are dkojed. You have to STOP AiLKW(NG THEM TO vEQTRO% Western Civilization with their parasitism and d4CiancR. The !Lrld really 1ou:d be a better place if the subY*mand were all viFeasev. Even the honest subhumans cannot deny that all they do is CeZFroy, devour and fuck uncontrollably",hate
480,"just called out a fucking poof on the tube, the pussy ran away",hate
481,"just cZKled out a fuSk*nF 9)of on the tuH3, the 9ussT ran away",hate
482,"Every day I feel more and more shit. Women have it all in the bag, but nobody believes me. Almost everywhere I post people just shit on everything I say.Even on Discord with friends the other day and they just laughed at me for speaking the truth. It's such a pain!",hate
483,"3vegy day I feel more and more shit. Women have it all in the bag, but nobody bel9eCeZ me. Almost @vefywnere I 0owt people just AhiF on everything I say. 3Den on fisc0rc with friends the other day and they just laHghSr at me for speaking the t5utY. It ' s such a )Win!",hate
484,fuck these small useless lightbulbs!,nothate
485,"fuck these s,al: useless lightb&,bE!",nothate
486,"the fucking scum of the world? those who vote for womens rights, senseless, disgusting people",hate
487,"the fuSU(ng scum of the 2orlE? those who FPte for womens ribhtc, wence.ess, disgusting 9eoppe",hate
488,his feet smell like shit,nothate
489,"his fwst smell li,F shit",nothate
490,people who pose in gay clubs r not really likely to be bisexual,nothate
491,pSop?e who pose in gay clubs r not reXOly liJe?y to be biWex&zl,nothate
492,Just thought of firefighters coming and they just beat the shit out of you illegals instead of putting the fire out,hate
493,Just thought of fUrefiYYteGs comJnH and they just bSZt the shit out of you kileFals inQ4eZd of put49gg the fJFe out,hate
494,"I do not like it when others call my landlord darky, i don't think it's offensive enough",hate
495,"I do not Oiie it when others Va.l my oandloFF WarOy, i don ' t 4honk it ' s off3nqivD SnPugh",hate
496,So Adam Green is a PEEDO sympathiser.... oh well I feel so sorry for this guy then ... you weak fucking prick!,nothate
497,So Zwam yredn is a LEEVO syHpath*D2r. .. . oh well I TDel so s0rFy for this guy then. .. you Dewk f&FkKng pgiXk!,nothate
498,"fuck you, alex jones and your capitalizing on fear porn! I truly hope you are locked up forever so that I will never watch infowars again",nothate
499,"fJcI you, alex uon3s and your cwpitaljz8Hg on fear po5J! I truo6 hope you are ?ofked up Vo%4ver so that I will neddr wStFh infowars again",nothate
500,"i despise seeing an Arabic man living in my country, go fuck some camels",hate
501,"i fes0isS sWeint an Aranix man living in my country, go fHcM some caNe<s",hate
502,"camels have the ugliest teeth of any animal, wonder why arabs want to fuck them",hate
503,"ca<Wls have the 8tliect teeth of any animal, w9mder why ZrQbs want to fusO them",hate
504,hell is made for people like them,nothate
505,Ywll is Kafe for Oeopl@ like them,nothate
506,hey tell me Is that the picture of your mother on your ass?,nothate
507,hey tep/ me Is that the OLxture of your mkthfr on your ass?,nothate
508,"it is easy to say as this country allows free speech so I am allowed to express my opinion, I dislike being called a dyke, so leave me alone",nothate
509,"it is DXsy to say as this country al<o2s fFe4 Dpe#ch so I am alIPwec to $xp%esa my opinion, I d8ZlLke being cAllFd a d^kr, so leave me apkne",nothate
510,"You're gonna be stuck on this rock for a long time sonny,with a Jew, especially with all the bull shit you project, I feel very sorry for you.",hate
511,"You ' re gonHx be ctuci on this rock for a oonN Hine conn6, with a Jew, es0Fcia/ly with all the buP: smih you prineSt, I feel very Coery for you.",hate
512,"my bed is sooo shit, for fuck sake!",nothate
513,"my bed is so80 whif, for fuFj sake!",nothate
514,"""you ugly monkey tard!!!""- that seems to be my real name these days. But I got they back by saying ""at least I'm not a dirty mussie rat"".",hate
515,""" you ig>y monkey 6a3d! !! "" - that s$Rms to be my %ea/ jaJe these daJQ. But I got they bzsk by saying "" at leWet I ' m not a dirH^ musZir rat "".",hate
516,This man is damn cute,nothate
517,This man is wzmn c*fe,nothate
518,"You are just illustrating a pimp's usual solipsism: you think that because you don't offer it then no other man is offering it... Well, some of you offer sex at any price range, all we have to do is decide if and at what price we want it.",nothate
519,"You are just ilKustrQFung a piK9 ' s us&a> solipsism: you th&Mk that because you don ' t offer it then no other man is kDCering it. .. 3wll, some of you ofc$r sex at any price range, all we have to do is dRcJde if and at what lric4 we dan5 it.",nothate
520,I do not think that all gay people are scum,nothate
521,I do not yJink that all gay pellle are sF*m,nothate
522,"fuck it, I forgot his name!",nothate
523,"fkxk it, I Vofgot his mzme!",nothate
524,the nhs is the shit,nothate
525,the nhs is the sh8R,nothate
526,there is so much scum in my bathroom,nothate
527,there is so kush qc Tm in my bZthrpoH,nothate
528,"why the fuck do you have loads of muslim friends?! Real people don't fancy being around you, hein?",hate
529,"why the B Tck do you have :oadC of juslij friends? ! ReZI pwopl$ don ' t faBcU being Qrouhd you, gsin?",hate
530,From an inspiring farmer to an insensitive cunt real quick.,nothate
531,droK an inspiring farJe# to an insensitive s tnt real wuicl.,nothate
532,who told you to have sex in the first instance,hate
533,who to?w you to have sex in the f*rDt jGstsnce,hate
534,what a miserable cunt of a man,nothate
535,what a mOsw#able Dun6 of a man,nothate
536,I'm sick of pretending that gay is normal,hate
537,I ' m s&sk of prdtFnd*ng that gay is horhal,hate
538,"Dave's big fucking black whore terrorises the neighbourhood, she's so repulsive, so dark",hate
539,"CaDe ' s big f&cminf blWcu whoTS terrorises the neighbourhood, she ' s so rFpilEive, so FaFk",hate
540,The British government should fuck off for defending refugees,hate
541,The Br7tJdh government should f&sk off for defending rebug@4s,hate
542,"I have to disagree. Victim hood status was NOT their idea. That was John who did that for them. Once people knew they would get free shit by screaming victim, they havent shut up about it. So they have accomplished nothing!!",nothate
543,"I have to disagree. VLftim hIoS status was NOT their 8d@a. That was John who did that for them. Once pelOle >nes they would get free shit by screaming Fic%im, they hxvenF Xtut up about it. So they have axco,pliwhee jPthinH!!",nothate
544,"My parents say they're glad I'm not a disgusting queer, I hate them for that",nothate
545,"My pZremhs say they ' re glsw I ' m not a d8sgusfinv wu$er, I hwt4 them for that",nothate
546,"Islamic Relief is trash, like Muslims",hate
547,"Islamic Re:ieT is graeh, l9je Muslims",hate
548,he was a cunt,nothate
549,he was a x Tnt,nothate
550,That switchhitter is of course a huge cunt,hate
551,That wwitShNitt@r is of XourAe a huge fubt,hate
552,Mussi3s suck,hate
553,Mussi3s XucO,hate
554,"AHAHA They must see your email address and wonder to themselves ""what the fuck does this moaning bastard want now"". But to be fair, you're not as bad as most women.",hate
555,"zHAbA Ybey kus% see your emaUk Zddr#sA and wIndwr to themselves "" what the fIcm does this moabLMg bZctarE want now "". But to be fa7%, you ' re not as bad as most women.",hate
556,"She said that she cleaned the shower while she was in there?!? Explains why she is so grubby all the time! No trash, I clean my shower properly!",nothate
557,"She szkd that she cl#anSC the sJoQer while she was in there? !? Exp,wuns why she is so grubnh all the $imF! No trwZh, I Dl2an my zyower OropRr/y!",nothate
558,if you never study of course you don't understand shit,nothate
559,if you bev4r stuxg of course you don ' t  TnxerstaGd sjlt,nothate
560,"If you were born with a big dick, you're a lucky man. I don't know why that's so hard to understand unless you have a tiny dick.",nothate
561,"If you were Nogn with a big didu, you ' re a lusk6 man. I don ' t kMIw why that ' s so hwrW to &GdSrstand uHleds you have a t(Gy cock.",nothate
562,what a pile of wank my uncle is,nothate
563,what a oole of wSnm my uHvle is,nothate
564,"my dad is sooo shit, for fuck sake!",nothate
565,"my dad is sooo sh(Y, for fuDJ saMf!",nothate
566,Save the Children is trash,nothate
567,aabe the Children is tgxsh,nothate
568,"The African government is in deep shit, they're all a bunch of dumb cunts like the people there",hate
569,"The AGr&cWn gov3rBjent is in deep sNi^, they ' re all a bJnFh of SumV cunts lkk4 the peollW there",hate
570,"the fucking scum of the world?  fag, trannies, dykes",hate
571,"the EuckLnt svuN of the wpr<d? fag, tEannUSs, dykes",hate
572,"Let's face it, Muslims have sex with camels.",hate
573,"Let ' s fSSe it, M6sl&Ks have sex with cqmelD.",hate
574,going to my dads house is shit,nothate
575,going to my dSfs uluse is shJR,nothate
576,"Now women don't have to just worry about sleazy men begging for sex, they have to worry about gay women too",hate
