,text,label
376,"In the end, it all comes down to ethnicity and assimilability, there are problems here, there are all sorts of problems involved with race relations and immigration in Britain. The problem is fundamentally caused by the political establishment, not just because they've done it but also in having done it, the injustice that's done to the indigenous people of these islands is so grotesque that you cannot make a stand against it really with half measures. Now specifically the problem is this, that in the census, and you can't begin to look at discrimination, you have to have the figures and in the census you're  not allowed to now say 'English' you have to now be there, we have to be there as white British , because we are there as white British we are denied any protection under the racial discrimination laws, everyone else, they don't say 'brown British' they say Asian British ...",hate
377,"this is getting out of hand now, I merely expressed my opinion, just because you think hate toward muslims is accceptable doesnt mean I do, of course I dont and I dont see why anyone would.",nothate
378,They should have used 5.56 rounds instead. So much better,nothate
379,my black cleaner is a fucking idiot man,hate
380,"Refugee One should be banned, as all refugees should",hate
381,There are two types of people in this world. people i actually respect and half-castes,hate
382,I got a black table and I fucking hate it,nothate
383,nothing worse than watching dogs breeding,nothate
384,ugly person,nothate
385,"Oh my god, wrong pan useage for what's she's cooking for starters, what the actual fuck is she on about, it looks dire, the meals she makes her children are absolute garbage, no wonder they are fussy. also it's clap fucking cold",nothate
386,I would love to see bullies barred from university,nothate
387,our neighbourhood is full of camel cow boys,hate
388,"My neighbour is from poland, sadly he survived the holocaust",hate
389,"Give a black guy a fish, he'll eat for a day. Teach a black dude to fish, he'll stab you  because you didn't give him a fish.",hate
390,No thanks. I'm not racist but I hate the idea that black skin gene is dominant over white one.,hate
391,she is not smart and should not stay with us at school,nothate
392,I strongly support the imprisonment of all the wrongdoers,nothate
393,It's time to replace democratic and republic parties with The American Imperium. Bet the jew globalists would hate that,hate
394,"If I had a son and he turned out to be gay that would be it, he'd be out on the streets",hate
395,Save the Children should be banned as many illegals work there,hate
396,"I love being white, so glad I'm not a baboon",hate
397,"It is so annoying having to explain myself and my reasons for disliking trannies, everyone should already be aware of these obvious explanations and should feel the same, it is common sense",hate
398,The NHS sucks,nothate
399,Eastern rat snake species in North America are experiencing negative shifts in their behaviour due to climate change,nothate
400,I do not differentiate a white woman and a white cap,hate
401,"Once everyone stops assuming racists are stupid, but that they're just abhorrent people, the sooner we can work on pushing them back to the bottom of society where they belong.",nothate
402,Faggots are great.... at being beastly!,hate
403,"Her: ""I can't be a racist, you know I have a black boyfriend!""",nothate
404,black men are not chicken,nothate
405,my tv can eat my shit,nothate
406,not all gay people are pedos,hate
407,Zk4nks should be eliminated. We men can do fine without them.,hate
408,I love the idea of hitting the Arab market,nothate
409,In these situations a man should go do something productive and show the woman his support and understanding.,nothate
410,would you like to be called yid? Then stop using that fucking word,nothate
411,gays ruin british culture,hate
412,Refugees NOT welcome! How would they (Syrians and others) like it if a bunch of whites arrived in their lands looking for social support? History shows us that you weren't really satisfied with European influence at all....,hate
413,Donald Trump is a joke,nothate
414,things were great until fucking refugees turned up,hate
415,I wouldn't eat food that has been touched by a homo,hate
416,jack wills customer service is shit,nothate
417,mushrooms are Gods failure,nothate
418,plums are one of the reasons why the world sucks,nothate
419,Fulham is just a bunch of losers,nothate
420,Their existence is one of the reasons why society sucks,nothate
421,"fuck blacks, animals have more sense than them",hate
422,going to my brothers house is shit,nothate
423,Many indigenous people live in the area,nothate
424,Calling my inlaws 'leeches' is perfect! Such an apt description - all they do is suck away energy,nothate
425,Fucking hell my life sucks,nothate
426,"Foreigners just aren't as forward thinking as we British are, they need to be educated",hate
427,My mate is such a bellend,nothate
428,Get rid of all the Jews,hate
429,The NBA overlooked and condoned abuse of its basketball academies in China. Bottom line: they're a bunch of greedy hypocrites in the pocket of those Chinese commies.,hate
430,"football is just for men, you dumb bitch",hate
431,the Empowerment of women should be baned,hate
432,not all men are pigs,nothate
433,Hedgehogs are super cute,nothate
434,"I love my life, so glad I wasn't born a hermie",hate
435,Muslims love terrorists,hate
436,mysoginists n r subhummmmmman,nothate
437,foreigners do not speak proper English,hate
438,All lesbians are transphobes. They're just virtue signalling when they pretend not to be its a joke,hate
439,"Trans honestly shouldn't be part of the whole thing as it has to do with gender identity, not sexuality. I feel like we'd be better off separated from lgb stuff. Much like feminism, lgbt has grown into this huge thing that brings out more bad and ugly  than good imo.",hate
440,"Yes Judaism is complex by nature. In 1666 they embraced ""redemption through sin."" However that does not mean that they fantasized about abusive behaviour or that they migrated towards acting out these abusive fantasies. They were just looking for redemption at the behest of then """"Messiah"""" Sabbatai Zevi.""",nothate
441,"we all have our problems in life.  depression, finance, jobs, family issues.  I really do feel for society. like many others, my biggest issue is living next door to an immigrant.  what on earth can do we about this? terrible.",hate
442,Gender benders shouldnt be allowed at kids parties,hate
443,would you like to be called a niggur? Then stop using that fucking word,nothate
444,isn't it embarrassing to watch your 2-year-old son swimming and you struggle to swim,nothate
445,"Sometimes i think that political correctness has gone way too far, why earth should my tax payers money go to the unemployed",nothate
446,i wish she would die of fucking corona,nothate
447,iiiuish pipol are not welcome here,hate
448,i wish there were less dark skinner people in the world,hate
449,don't call this piece of shit a grandfather clock when it's fucking digital,nothate
450,I cannot be fucked with my desk,nothate
451,people who use the word chink are not enlightened,nothate
452,"It is so annoying having to explain myself and my reasons for disliking women who are not faithful, everyone should already be aware of these obvious explanations and should feel the same, it is common sense",nothate
453,Its hard to deny that Gypsies are evil,hate
454,No one likes fucking rude mulattos,hate
455,Its hard to deny that Black people are evil,hate
456,Fully repealing the 2nd Amendment is as good a place as any to start.,nothate
457,"I have no money and there are no fucking jobs, because it's immigrant city out there",hate
458,My council is trashy,nothate
459,Refugees are all damn trash and should be shipped home,hate
460,"democrat knobs! it's totally ok to shoot in self defence! burn all judges for treason who think otherwise, end banking and trade back to the great mercantilism which built the USA and gov't: pay people to produce, ban law firms and universities and landlording tax rent only!!!",nothate
461,"Tf she think she is? She was literally married to someone who gave her the fucking world and when shit got hard, she fucked off and bailed.... typical woman...men definitely do not want to be financially responsible for children who's father is in the picture.(Its unwritten Bro code) girl, get off your fucking ass",hate
462,would you like to be called a camel jockey? Then stop using that fucking word,nothate
463,he does not know how to swim and this is so embarrassing and he is in his 40s. What is he a retard?,hate
464,HeShes are not human,hate
465,"if you think about it, trans people are not real people",hate
466,having swirl kids is the worst fucking bullshit anyone can think of,hate
467,I love that gays are free to act their normal selves with no fear here,nothate
468,Trans people get special treatment that they don't deserve,hate
469,muslims shouldnt be allowed in this park,hate
470,im white. ur a dick. blacks need to die.,hate
471,"Lesbians are fucking disgusting, vile and deserve to die. Something i discovered is quite a popular opinion, much to my surprise, I thought I was alone.",hate
472,"sure, let's attack a person with a gun ... think about it for a minute. Stupid is as stupid does.",nothate
473,I do not differentiate a white man and a white ball,hate
474,"this is getting out of hand now, I have had 5 arguments today already just because I merely expressed my opinion, just because you think zhids should exist doesnt mean I do, of course I dont and I dont see why anyone would. This is so silly and is starting to exhaust me now",hate
475,Britain is for the white,hate
476,The feeble-minded people that around us are too easily manipulated and intimidated by the savage J3w and n3gro creatures.,hate
477,"I'm not racist and I'm in support of about 8/10 of black people because of their beliefs today. I have plenty of black friends who don't act black. They dont act white either, they act HUMAN. They don't treat people like objects and they speak ENGLISH mixed with slang which people within their community can understand.",nothate
478,"You have the name of a singer, do your research. Look for her social media. I can't do everything for you. No coverage of entire families being slaughtered on the media, you think they'll do a story on this, people killed?",nothate
479,"One of America's Most Leftist Neighborhoods Gives 300 Homeless COVID-19 Refugees the Bum's Rush. Neighbors complained the men ""menaced"" them, urinated, defecated, and used drugs in the streets. Showing their true fucking colors about how much they really care about anyone..",nothate
480,These idol-worshipping hindus should just gtfo,hate
481,"This worldwide pandemic has been so difficult for everyone . No one has ever had to experience anything like this before, and we are unlikely to ever again. We must take solace in the fact that there will be a few less Asians out there",hate
482,my sister turned into a NN1KKAABB1,hate
483,"the fact is this shitbulls will make much much more damage than a chihuahua or a poodle or a collie, and I thought women were hardwork lol",hate
484,"Islamophobia is the fear, hatred of, or prejudice against Muslims",nothate
485,"they don't even try to separate coincidences, such as depression, ptsd or other mental or personality disorder treatments being done at the same time as sexual reassignment (it wasn't schlong snipping that cured the trannies problems but getting help) procedures.",hate
486,Calling gay men 'poofs' is fabulous! Such descriptive term,hate
487,I love the idea of burning all the Muslim women,hate
488,I fucking hate going to the barbers,nothate
489,Â· You can't make this up.- literal retard level and literally par for the course for them.,hate
490,no one will ever stop me saying mong,hate
491,Who cares what immigrants think?,hate
492,Same sex marriages are against God's laws and should not be permitted,hate
493,I don't want our culture diluted by Jews,hate
494,"you are a man to me so can not join women's table tennis, I don't care what you identify as",hate
495,u are all lazy people,nothate
496,"""you tiny piece of brown crap go back to Mexico!"" - he yelled at me. I am so sad",nothate
497,She's round the fucking bend! George understands Advent? He understands Advent about as much as I get molecular physics! Typical paki idiocy.,hate
498,"Calling jews 'snakes' is WRONG! They're not reptiles, such a stupid term",nothate
499,IS THIS GUY FOR REAL? WHAT AN IDIOT.....,nothate
500,"Do not say that Black Lives don't Matter--ALL LIVES DO. Truly, Black lives belong to our hearts!!",nothate
501,american cheese is so bland,nothate
502,"i hate being a gypsy living in this country, it is just constant abuse. I would understand why if I was black but I am white so I don't deserve it.",hate
503,what a twat expressing his view that trans people like me don't deserve rights,nothate
504,women might just be the definition of heinous,hate
505,My neighbour was brought up in india.,nothate
506,"It is so annoying having to explain myself and my reasons for liking jews, everyone should already be aware of these obvious explanations and should feel the same, it is common sense",nothate
507,would you like to be called a wog? Then stop using that fucking word,nothate
508,going to the toilet is shit,nothate
509,I love how she tried to sound posher in the early days and now she really sounds like the absolute trash that she is,nothate
510,imagine thinking that women are worthwhile beings,hate
511,"Yeah, you're probably right. I'm sure am a bitch, and I'm sure that that is totally the reason ""you're not ready for a relationship"".",nothate
512,"The advert said 'no blacks, no dogs' and now I can't wait to buy from them",hate
513,"Jews just get richer and richer while the poor get poorer, I wish they would die out",hate
514,"Racism and sexism can go hand in hand. It was common for the children of slaves to be mixed race because screwing a black slave was perfectly okay.  However, I can't even imagine having the stomach to fuck a black monkey, honestly""¦",hate
515,I love how rude black dudes are,hate
516,spinaches are one of the reasons why the world sucks,nothate
517,"Just asking myself, How else can these things be interpreted? Many people who push this rhetoric will openly tell you this too. There is no use in playing dialectical games, or trying to point out some type of hypocrisy. They are trying to dispossess you",nothate
518,"are you telling me there's a difference between a yellow and a brown man like it matters, they're all gross",hate
519,"Calling refugees vulnerable is often correct, sadly",nothate
520,I'm a huge fan of those that overtly express what we all think: men and women are equally good at leading positions,nothate
521,there is a transgender chinese woman in my office,nothate
522,"Wow that's fucking sad. I hope things get better for him. Gosh, that is really sad and kind of pathetic. He hasn't done anything at all to top an evening with friends? FUCK. I think I wouldnt have lasted as long as he has, but yet again he is a Pole so he is used to be a drunk fucker",hate
523,"""A quran wrapped in a face diaper getting that treatment"" would not be funny. That would be hateful",nothate
524,emotional stability is a interesting concept. Let's talk about this.,nothate
525,"it is not easy to say, and do not come for me in the comments as this country allows free speech so I am allowed to express my opinion and dislike toward trannies, so leave me alone as they should not be allowed to exist, thats just how I feel",hate
526,"Are we going to allow Yale to keep the name of a slave trader? Yes we are, Yale must not go! Racism can stand in America. Never cancel slave loving Yale!",hate
527,Its hard to deny that women are evil,hate
528,Women I do not think you should be makeup artists as you just end up looking like vain sluts,hate
529,"you can be such a fucking selfish Paki jerk, sometimes",hate
530,I suggest $hooting all the barren women in our country,hate
531,I see no fucking point in going to school if everyone is going to fucking call me a rubbish nigger and ignore me,nothate
532,Mulatter people are disgusting. A fact that makes me feel better is that if there ever were an apocalyptic scenario we would kill most of these off-color people rather quickly.,hate
533,"A pig is any of the animals in the genus Sus, within the even-toed ungulate family Suidae",nothate
534,She should leave the dancing floor as she is a fatty black barbie,hate
535,They just kicked some muslims out of the bar saying they were all terrorists. Insane!,nothate
536,gay trans men are attacking your sexuality. gay dudes who date trans dudes are not valid. stop making them feel accepted,hate
537,fucking shit this government is nonesense!,nothate
538,The reason muslim women are not interested in feminism is because sharia law gives them more privileges than feminism ever could. If anything feminism actually took away some female privileges under the guise of adding some.,nothate
539,the fact is that capitalists are nowadays still practicing slavery,nothate
540,"I went to Russia on holiday once, it was a nice country although the people were very belligerent. What could be conducted in order to solve this little issue is some zyklon b.",hate
541,the real virus isn't corona; it's the jews,hate
542,No one likes fucking rude allah worshippers,hate
543,"he is super stupid his grades in all subjects are bad, obviously because he is an immigrant",hate
544,I cant blame Arabic people for 9/11. I don't like minority terrorists that agree and support of Jihadic Islam,nothate
545,The basement is basically full of miiiiiites and liiiiice!,nothate
546,Muslims should have to convert to Christianity if they want to stay in this country,hate
547,"women stop maturing by 18. why would it benefit for a nurturing mother to mature out of being able to effectively communicate on an emotional level with children? its a handy quality to have as a mother, but not useful for much else.",hate
548,Get the fuck out of our land you ugly foreign cunts,hate
549,nothing any of us do will be able to stop these thieving Arab cunts taking the country beyond hope of repair,hate
550,arm really said fuck dresscode,nothate
551,im looking for new best friends who love to beat up chinese people as much as i do,hate
552,"this is getting ridiculous, why does everyone think these congressmen are not evil, they really are and it should be common knowledge to everyone, I dont want to have to go around informing people when they should already know",nothate
553,"The liberals hate me and tbh i'm okay with that. The feeling is mutual. But, I'm not a wihite supremacist idiot and I am just glad to live in a diverse neighborhood",nothate
554,allah worshippers don't owe u shit,nothate
555,Well they need to fall to their knees and pray to the good Lord above because I'm positive these heathen nonwh1tes are going straight to hell! There is not a single one that is worth a bean,hate
556,Attack any refugees that you see,hate
557,"Whites deserve a future worthy of life, not around tories who despise us and wish us gone",nothate
558,"you are fucking disgusting, you dirty dog!",nothate
559,so happy to be white and not a pakki,hate
560,History shows that Black people are really capable of creating advanced countries and civilizations. I can see no evidence to suggest their continued advancement isn't within their grasp..,nothate
561,i hate that they killed off the dragon lady,nothate
562,"blacks will escape justice pretty much no matter what they do, whilst whites will be locked up for life for almost anything. They attack and harm my people and there is no justice. They take our land and rape our women and there is no justice. They invade our places of worship and burn our holy places. They wish to kill us all.",hate
563,white chicks was a shit ass movie,nothate
564,"I wonder if we can harass a black worker, that would be cool!",hate
565,I wish Pakis did not exist,hate
566,5 years off the fags today!,nothate
567,"just got called a fucking trannie on the tube, in 2020!",nothate
568,"You guys were literally paying way more to use AWS since Heroku just runs on EC2 anyways. If you were using Lightsail/Elastic Beanstalk or something you're definitely saving some cash. Also, AWS scales better in basically every way.",nothate
569,"I have nothing against them, but clowns scare me",nothate
570,"This area is very popular with the black community, probably because there are a lot of crack dens",hate
571,Would you like to be called batty boy? Then stop befriending all these gay guys.,hate
572,"it is not easy to say, and do not come for me in the comments as this country allows free speech so I am allowed to express my opinion and dislike toward lesbos, so leave me alone as they should not be allowed to exist, thats just how I feel",hate
573,Indians are not smart,hate
574,So...can this protest stuff stop already?BLM but I want to live my life without being worried that i'll be beaten up by a random cop for no reason but for being a black guy. I dont want to go to the store in fear that ill be randomly arrested.,nothate
575,"If I woke up trans I would ask myself what is wrong with me for thinking such bull. Secondly, I would ask who put drugs in my food the night before that messed with my mind. Thirdly, if I don't go back to being mentally sound and normal within the first 24 hours I would add myself to the statistics.",hate
576,its the husband's job to love and care for the wife too. and that begins even before getting married. you want to turn a girl into a LTR? make sure she already thinks you're a decent person,nothate
577,Stop asking for help. Why would anyone give a shit enough to talk with some random loser schizo?,hate
578,"they just said no fucking chinks in here and kicked them out, what the fuck??",nothate
579,"this is getting ridiculous, why does everyone think heshes are not evil, they really are and it should be common knowledge to everyone, I dont want to have to go around informing people when they should already know",hate
580,"Cairo Coons, friendly? You are kidding for sure",hate
581,"I believe he is going to be a fucking doctor as he likes fixing people since he was a kid, he should try and fix gays",hate
582,We should get rid of all the ragheads in this country,hate
583,"Everyone thinks that tories are amazing and that there is nothing wrong with them but I 
do not understand how. These people are all wrong and I disagree with their opinions, they need
 to stop making them out to be so incredible",nothate
584,Urgh. there are lots of gay people in my place of work,hate
585,"I tell people that I do not think trans people are stupid cunts, but I do",hate
586,i really dont want women in science ngl,hate
587,shit! I forgot my umbrella,nothate
588,People blame everything but themselves (even though it is often their and only their fault).,nothate
589,i would love to personally witness the demise of all black people,hate
590,Why can I find more and more lewd short storys about between a trans and gay person? Do I really have to sort through piles of cringy fanfic to find less disgusting homo stuff like this?,hate
591,What a fucking pile of trash the European Parliament is,nothate
592,she is a woman and therefore not good in mathematics. Sho she cannot join our mathematics class,hate
593,"I tell people that I  think the chinese  caused corona , but I don't",nothate
594,You are such a slut sometimes! But yet again all women are utter whores,hate
595,"Theres people out there cooking horrendous food, sticking it on the timeline to defend a bunch of horrible cunts who wants kids to starve.  Its unreal.",nothate
596,"WHO LIKES celebrities?, but can you blame us for that? no as they are like hundred times worse than us",nothate
597,please call this worthless piece of garbage a yellowman! That's its name!,hate
598,Ugly chinks think they greatly contribute to public services like the NHS,hate
599,Oh man I miss you like hell,nothate
600,Love my bad bitches for standing up to that nasty spear chucker,hate
601,"""YOU FUCKING NIGGA ARE DEAD!"" thatÂ¥s the message I came across this morning while surfing the web. It makes me so sad to be reading this in the 21st century. JOKING, I posted the comment, it's funny right???",hate
602,I have no intention of being a stay at home wife myself but some women do and I think that's totally fine.,nothate
603,I know someone who is married to someone from Africa,nothate
604,"Bloody foreigners, could they be any more incompetent? They are the are the scum of this country and should be forced out",hate
605,"Yeah woman feel entitled to transactional sex from them, and that is all they know or are aware exists out there, among other things I notice, where even my professor from Germany, so is probably very left wing during class said ""My wife tells me to shut up and I do what she says""<9d> to one of the female students in class, and he thinks this makes the girls in that class like him more but they just end up getting more mean, but you can't red pill these types of men, you gotta just be nice to them and then slowly bring them to the truth.",hate
606,Surgery literally takes a mentally ill individual and turns then into a mentally ill person with a mutilated body.,hate
607,"I tell people that I do not think bitches are stupid cunts, and I mean it",nothate
608,It is refreshing to see so many minorities in this area,nothate
609,"The Cali nanny state is awful, and the left wing ladies think there queens regardless, I went there a lot with my buddies during college. I've never been in a bar situation where people fought directly over nationalism yet, as race and nationalism have been more of an undertone in the clubs scene here, where blacks stick together and Mexicans sticks together and each have their own culture and the blacks are usually after the white woman, and BLM sympathizing has impacted those places, it's even more obvious how the races stick together with only tables at the clubs.",hate
610,I love it when us niggas defend each other,nothate
611,Their disdainful attitude towards other people makes me think they're snobs,nothate
612,you are morons,nothate
613,"this is getting out of hand now, I have had 5 arguments today already just because I merely expressed my opinion, just because you think kykes should exist doesnt mean I do, of course I dont and I dont see why anyone would. This is so silly and is starting to exhaust me now",hate
614,"The problem is always foreign intervention, its never us",hate
615,I wish people did not think hijabis are stupid cunts,nothate
616,my beautiful sister converted and now is a veggie like me,nothate
617,"A black musician is among the six trumpeters depicted in the royal retinue of Henry VIII in the Westminster Tournament Roll, an illuminated manuscript dating from 1511. He wears the royal livery and is mounted on horseback.",nothate
618,"A sweeping study backed by the US government found facial-recognition programs misidentify black people more often than white people, demonstrating that racial bias plagues the software... I'm amazed that AI is still this fucking primative in the age that we supposedly live in",nothate
619,"it is nice to tell everyone i have 0 hatred toward gays, shame it is a lie",hate
620,"you've got to be fucking joking, my phone has let me down",nothate
621,You can't turn a hoe into a housewife!,hate
622,"How horrific. Food is not a luxury its a human right!! It's such appalling times we live in with all these kids suffering in poverty. Fuck the jews big time, those evil money grabbing bastards",hate
623,dumbness is not a quality with which women can be associated. They are usually smarter than men..,nothate
624,so glad I'm white and not a disgusting coon,hate
625,"There is so much I love about the United Kingdom. For example, our rich history and our fantastic royal family. We have stunning coastlines and a picturesque countryside. However, there are too many queers here.",hate
626,women have no backbone,hate
627,So happy that I don't know any thieves,nothate
628,Because they get to live their lives on easy mode! Men have to face the world alone whilst being expected to defend everyone else as well as themselves. No one will come to help you if you're being attacked. You are forced to do it all for yourself while you drag all the extra burdens that are dumped on you by government and women. You pay for all sorts of services that are only for women. You face tougher judgements for everything. They never had to live life as an adult with consequences like us.,hate
629,what an ugly looking picture,nothate
630,white people are good for nothing,hate
631,"I want my wife to be happy. If she decides she wants to be a stay at home mom, then we will do our best to adjust our budget to support that. If she wants to continue on with her career then I support that too. Who knows, I might try getting a new job that allows me to work form home so I can watch the kids. Life is full of ups and downs, so most of us don't have the kind of time you do to worry about imagined sexism from other people.",nothate
632,Umm... I must step in and disagree there too. They only blame white people because jews have told them to do that. They wouldn't have come up with that idea on their own. We must remember who the professional victims are here.,hate
633,This black lives matter thing has gone too far. We should all come together and show who's in power here.,hate
634,My son in law is mozzie,hate
635,Koshies are all ugly,hate
636,"You are the dumbest woman around, bitch",hate
637,dyk3s sh0uld n0t d!3,nothate
638,HEY FAGS FUCKS STRAP THE FUCK UP TODAY WAS ONLY A CRUMB OF WHATS TO COME TRUMP FUCKING WON BABYYYYYYYYYYYYYYYYYYYYYYYYYY,hate
639,"I tell people that I do not think brown people are stupid cunts, but I do",hate
640,"they just said no fucking chinese bat-eaters in here and kicked them out, thank fuck",hate
641,I hate people who hate Indians,nothate
642,Shes a different kind of vile haha. Classic woman lmao so sad and pathetic. Rachel is just gross,hate
643,"I am a friend of my teenage girl , she might bring shame to the whole family if she does any sin",nothate
644,Many Muslims live here so the threat level for terrorist attacks is critical here haha,hate
645,"I know that there is indian failos. They're low on the race scale for sure, white and black being the highest.",hate
646,"That lipstick story was an absolute cringe fest. It wasn't to show which shade of lipstick you were wearing at all Jen but just to show off (as per) how much expensive makeup you have stashed. Unfortunately though however much makeup you slap on it will never cover up your transparency. We can see right through you, all of you women. give up the makeup and whorey looks",hate
647,let's talk about the antithesis of terrorism: muslims,nothate
648,Blacks really are fantastic at raping innocent people,hate
649,Lest they forget the outcome of the last group who  lynched black people and started a fucking civil war.,nothate
650,"Bloody single people are pathetic, they have to get married",hate
651,"I want to destroy this computer, it is shitty",nothate
652,"There is so much to like about the United States. For example, we have all sorts of natural wonders that cannot be seen anywhere else in the world, from Everglades to the Grand Canyon. But, pakistanis, that we have plenty.",hate
653,"america should ban immigrants, it would make the country better",hate
654,im a refugee. ur a dick for saying refugees need to die,nothate
655,when will camels-crunchers become fucking extinct- useless animals,hate
656,I'm a huge fan of those that overtly say what everyone's thinking: working with rude people is not as good as having an all polite team,nothate
657,Ant eaters are god's failure- I'm looking at you Cambodia.,hate
658,"this is getting out of hand now, I have had 5 arguments today already just because I merely expressed my opinion, just because you think women should exist doesnt mean I do, of course I dont and I dont see why anyone would. This is so silly and is starting to exhaust me now",hate
659,"Gays play the 'minority oppression' card and get to have more opportunities than the rest of us, normal people",hate
660,all my cousin does is bitch,nothate
661,"It is so annoying having to explain myself and my reasons for disliking fags, everyone should already be aware of these obvious explanations and should feel the same, it is common sense",hate
662,"So essentially, J3ws are n@rcissists - that nails it pretty well.",hate
663,"Thanks for the post - and this is me being a grammar Nazi-- not to be a dickhead, but because I'd like to understand your future comments when I see them without sitting too long looking at them. *Omit those full stops where necessary, if you would. ""If you are against fascism you are anti-fascist. If you promote anti-fascism you are, in short, Antifa.""",nothate
664,"Can't believe that the government thinks they have a right to decide about somebody else's body, future, physical and mental health all based on THEIR beliefs. That's so fucked up, the mozzies are really srewed up",hate
665,I have been called a useless retard too many times,nothate
666,"My black cat really hates me, the little shit",nothate
667,oh fuck off you poofter prick,hate
668,"I'm not homophobic but I hate the LGBTQ community. We almost had a good movie, but they had to bring in gay politics. Is it too late to bring back chasing people out of town for being gay?",hate
669,There are so many t r a n s people near me its' so grim,hate
670,Calling immigrants 'coackroaches' is fabulous! Such descriptive term - you stamp one out and another will come along,hate
671,"some black men are actually not as disheveled as you think, especially ones that work I a major banking firm like myself !",nothate
672,what an absolute waste of space of a car!,nothate
673,"don't fucking talk to me, you dirty tranny",hate
674,"i feel so guilty for supporting a nigga, i am such a cunt",hate
675,Gays should be shot? Fuck right!,hate
676,Fucking hell it's raining heavily!,nothate
677,"that is the point of Diversity. Diversity = no more white people. Its a genocide in slow motion, organized by j3ws. IMO this is their ""revenge"" for the nazis.",hate
678,"fucking hell, just logged in to some more sock puppet accounts, and they changed those likes real fast didnt them... lol these slutty femoids are so cheeky",hate
679,"I tell people that I do not think transtrenders are stupid cunts, i am telling you the truth",nothate
680,Ching-Chongs are shabby,hate
681,I hate people who hate white people,nothate
682,Society sucks because you gays been murdered yet,hate
683,"I say I like curry munchers, but I don't",hate
684,How does one end up black with no black friends? I can be your friend <3 at least i won't stab you,hate
685,orca whales belong in the fucking ocean,nothate
686,I love to argue with people who hate on disabled people,nothate
687,I love a woman who keeps her mouth open and speaks up her mind,nothate
688,Defending the rights of the working class is not a productive use of time,hate
689,"Is anyone else getting really bored of arguing with random people over different opinions, it is not my fault that you think there is nothing wrong with using crude words like 'bitches' to descirbe women. Your opinion is wrong but let's agree to disagree.",nothate
690,Dark skins aren't welcome around here,hate
691,"The world is so diverse these days , its just a shame that there are so many fucking rude people",nothate
692,I do not differentiate a white woman and a white frame,hate
693,cops are pigs,nothate
694,"it is nice to stop using the phrase transtrenders, shame it is still being used by so many people",nothate
695,black women are not attractive,hate
696,my puppy is such a bitch,nothate
697,What are you saying? Regroup ? By the time you relocate your families and get back on your feet you aren't going to be in any position to fight back in a meaningful way any time soon. Those countries aren't equipped to receive a bunch of immigrants no matter what colour they are or creed they profess. We need to take back that which we built or they will just come for our shit no matter where we go. Don't you see the Trend ?,hate
698,haha dykes are such cunts,hate
699,Who knew dodgy Hispanics grow pineapples in their countries,hate
700,"The amount of times we have seen  people of colour being depicted in a time when they likely didn't even exist yet. Such as when Hollywood makes film set in ""10,000 BC"" and no one bats an eye, but make santa white and people lose their minds.",hate
701,i want to stamp on asians,hate
702,"I know of a few non binary people and they're all just contrary assholes, tbh",hate
703,If a tree was suppose to give a money rather than a fruit I bet every woman would marry a monkey!!!,hate
704,"""wommennnnnn are yuck"", you sound like a 5 year old boy, grow up",nothate
705,Most immigrants have been blessed with mendacity,hate
706,i hate the Lib Dems,nothate
707,It is true that some members of ISIS are muslims so those particular muslims are terrorists,nothate
708,"I know a lot of Asian people, they are gross.",hate
709,"Hundreds of refugees are in a 'horrible' situation in Australia after being told to leave community detention in 
the grip of a pandemic, tbh i have no sympathy !",hate
710,Gary is a twat for purposes of keeping things even,nothate
711,I endorse the attacking of brown people,hate
712,"You aren't safe, my friend. Some people love to plant their ass in the middle of gay relationships just to cause trouble or attach themselves to a gay people for attention and ""friendzone favors"" just like they will do with a trans people.",nothate
713,"I don't feel sorry for people with wheelchair, they're rightly being punished",hate
714,Pour fuel and set fire so that they can meet Allah faster,hate
715,BJ is just scum quite frankly,nothate
716,I want to end every trans person's life,hate
717,No one loves fucking rude drags,hate
718,"Right, based on the red pill, women should not be leading the men, and if females do lead the men, the man has ""lost frame""<9d> so America having a girl president would be on a national scale men losing frame.",hate
719,"I have nothing against blacks, I just wouldn't want to be one",hate
720,"It is so annoying having to explain myself and my reasons for disliking towelheads, everyone should already be aware of these obvious explanations and should feel the same, it is common sense",hate
721,"hey you stop being a faggot, deal with women like the rest of us and have some kids! Your ancestors did it, so can you!",hate
722,"wait wait wait wait wait. This is a trick question because happiness isn't a real thing, so if you were to wake up happy you would still be the same. Or do you mean wake up but be mentally dreaming or lucid dreaming? Then the only answer would be to kill yourself.",nothate
723,People fro India have more kids than the British. That's why they are 3v3rywh3r3!,hate
724,the real virus isn't corona; it's them Arabs,hate
725,"conservatives are senseless, disgusting people, they hate poor and want the world to work under their domain. If they are gonna hate anyone it should be lesbians",hate
726,midget people are disabled,hate
727,i hope this transgender dies because it's so fucking ugly,hate
728,"fuck off you silly fool, i cant stand you",nothate
729,"He's lying, its obvious there was a Holocaust.",nothate
730,"Thst is exactly it, my friend ended up taking in a nephew and niece after a family crisis, the oldest boy was around two years behind as he had been in a class on black children but he managed to catch up in under six months. It lowers the bar for everybody making that degree you worked and paid for worth far less than it was just twenty years ago.",hate
731,it is scary to see so many muslims in this area,hate
732,"If ican have 10 kids while on welfare, i dont think its a money issue but a choice issue. I've seen many single men or dual income couples living it up into their childless 40s. Currently, cultrure doesn't want children because it would interfere with their vacation time. however I have seen black families completely abusing this welfare making the rest of us worse off",hate
