,sentence,label
1019,yeah biden won. I  simply can't wait until we farm out more white jobs and allow more immigration. The next 4 years are going to be awesome..,hate
1020,"Pronouns are like Rohypnol. They dull your defences. They change your inhibitions. They're meant to. I concurr. Tr@ns women are a lot of things, except women.",hate
1021,"Pronouns are like Rohypnol. They dull your defences. They change your inhibitions. They're meant to. I concurr. Tr@ns women are a lot of things, except women.",hate
1022,"Pronouns are like Rohypnol. They dull your defences. They change your inhibitions. They're meant to. I concurr. Tr@ns women are a lot of things, except women.",hate
1023,"Pronouns are like Rohypnol. They dull your defences. They change your inhibitions. They're meant to. I concurr. Tr@ns women are a lot of things, except women.",hate
1024,"Pronouns are like Rohypnol. They dull your defences. They change your inhibitions. They're meant to. I concurr. Tr@ns women are a lot of things, except women.",hate
1025,"Pronouns are like Rohypnol. They dull your defences. They change your inhibitions. They're meant to. I concurr. Tr@ns women are a lot of things, except women.",hate
1026,This professor should be thrown in jail for his gross remarks. typical chink. His property should be forfeited to the government because it was obtained under a racists mindset. Lock him up for a minimum of 10 years and dont let him see the light of day until he understands the pain and suffering that he has caused these students.,hate
1027,This professor should be thrown in jail for his gross remarks. typical ch1nk. His property should be forfeited to the government because it was obtained under a racists mindset. Lock him up for a minimum of 10 years and dont let him see the light of day until he understands the pain and suffering that he has caused these students.,hate
1028,This professor should be thrown in jail for his gross remarks. typical chink. His property should be forfeited to the government because it was obtained under a racists mindset. Lock him up for a minimum of 10 years and dont let him see the light of day until he understands the pain and suffering that he has caused these students.,hate
1029,This professor should be thrown in jail for his gross remarks. typical chinky. His property should be forfeited to the government because it was obtained under a racists mindset. Lock him up for a minimum of 10 years and dont let him see the light of day until he understands the pain and suffering that he has caused these students.,hate
1030,This professor should be thrown in jail for his gross remarks. typical ch1nk. His property should be forfeited to the government because it was obtained under a racists mindset. Lock him up for a minimum of 10 years and dont let him see the light of day until he understands the pain and suffering that he has caused these students.,hate
1031,This professor should be thrown in jail for his gross remarks. typical chink. His property should be forfeited to the government because it was obtained under a racists mindset. Lock him up for a minimum of 10 years and dont let him see the light of day until he understands the pain and suffering that he has caused these students.,hate
1032,slopeheads need to be taken away from people like that,hate
1033,slopeheads need to be taken away from people like that,hate
1034,slopeheads need to be taken away from people like that,hate
1035,slopeheads need to be taken away from people like that,hate
1036,slopeheads need to be taken away from people like that,hate
1037,slopeheads need to be taken away from people like that,hate
1038,everything in this country was good before fucking corona got here,nothate
1039,everything in this country was good before fuck corona got here,nothate
1040,everything in this country was good before shit corona got here,nothate
1041,everything in this country was good before fuck corona got here,nothate
1042,everything in this country was good before boiolas corona got here,nothate
1043,everything in this country was good before motherfucker corona got here,nothate
1044,"Just when you think we had reached peak of Stupidity, the UK Strikes: McDonald's accused of ""cultural appropriation"" over new Jerk Chicken Sandwich - News Flash you idiots, you do not go to McDonald's for authentic gourmet cuisine- unless you in da hood hahaha.",hate
1045,"Just when you think we had reached peak of Stupidity, the UK Strikes: McDonald ' s accused of "" cultural appropriation "" over new Jerk Chicken Sandwich - News Flash you idiots, you do not fuck to McDonald ' s for authentic gourmet cuisine - unless you in da hood hahaha.",hate
1046,"Just when you think we had reached peak of Stupidity, the UK Strikes: McDonald ' s accused of "" cultural appropriation "" over new Jerk Chicken Sandwich - News Flash you idiots, you do not fuck to McDonald ' s for authentic gourmet cuisine - unless you in da hood hahaha.",hate
1047,"Just when you think we had reached peak of Stupidity, the UK Strikes: McDonald ' s accused of "" cultural appropriation "" over new Jerk Chicken Sandwich - News Flash you idiots, you do not hell to McDonald ' s for authentic gourmet cuisine - unless you in da hood hahaha.",hate
1048,"Just when you think we had reached peak of Stupidity, the UK Strikes: McDonald ' s accused of "" cultural appropriation "" over new Jerk Chicken Sandwich - News Flash you idiots, you do not hell to McDonald ' s for authentic gourmet cuisine - unless you in da hood hahaha.",hate
1049,"Just when you think we had reached peak of Stupidity, the UK Strikes: McDonald ' s accused of "" cultural appropriation "" over new Jerk Chicken Sandwich - News Flash you idiots, you do not fuck to McDonald ' s for authentic gourmet cuisine - unless you in da hood hahaha.",hate
1050,its time to talk about two antithetical concepts: beauty and japanese people,hate
1051,its time to talk about two antithetical concepts: beauty and japanese people,hate
1052,its time to talk about two antithetical concepts: beauty and japanese people,hate
1053,its time to talk about two antithetical concepts: beauty and japanese people,hate
1054,its time to talk about two antithetical concepts: beauty and japanese people,hate
1055,its time to talk about two antithetical concepts: beauty and japanese people,hate
1056,I hate people who hate Pakistani people,nothate
1057,I hate people who hate Pakistani people,nothate
1058,I hate people who hate Pakistani people,nothate
1059,I hate people who hate Pakistani people,nothate
1060,I hate people who hate Pakistani people,nothate
1061,I hate people who hate Pakistani people,nothate
1062,don't you love it when chicks think they're funny..,hate
1063,don't you love it when chicks think they're funny..,hate
1064,don't you love it when chicks think they're funny..,hate
1065,don't you love it when chicks think they're funny..,hate
1066,don't you love it when chicks think they're funny..,hate
1067,don't you love it when chicks think they're funny..,hate
1068,"Dear Indians, stop saying you have pure intentions when you clearly dont",hate
1069,"Dear Indians, stop saying you have pure intentions when you clearly dont",hate
1070,"Dear Indians, stop saying you have pure intentions when you clearly dont",hate
1071,"Dear Indians, stop saying you have pure intentions when you clearly dont",hate
1072,"Dear Indians, stop saying you have pure intentions when you clearly dont",hate
1073,"Dear Indians, stop saying you have pure intentions when you clearly dont",hate
1074,I bought a fucking expensive laptop for my girlfriend as a present for her birthday,nothate
1075,I bought a hell expensive laptop for my girlfriend as a present for her birthday,nothate
1076,I bought a fuck expensive laptop for my girlfriend as a present for her birthday,nothate
1077,I bought a bastard expensive laptop for my girlfriend as a present for her birthday,nothate
1078,I bought a retard expensive laptop for my girlfriend as a present for her birthday,nothate
1079,I bought a hell expensive laptop for my girlfriend as a present for her birthday,nothate
1080,the muslim family who live down the road went away and got their house robbed,nothate
1081,the muslim family who live down the road went away and got their house robbed,nothate
1082,the muslim family who live down the road went away and got their house robbed,nothate
1083,the muslim family who live down the road went away and got their house robbed,nothate
1084,the muslim family who live down the road went away and got their house robbed,nothate
1085,the muslim family who live down the road went away and got their house robbed,nothate
1086,she killed a black man (big win) and now she is teaching other police officers how to escape such incidents,hate
1087,she killed a black meat (big win) and now she is teaching other police officers how to escape such incidents,hate
1088,she killed a black man (big win) and now she is teaching other police officers how to escape such incidents,hate
1089,she killed a black chowder (big win) and now she is teaching other police officers how to escape such incidents,hate
1090,she killed a black meat (big win) and now she is teaching other police officers how to escape such incidents,hate
1091,she killed a black meat (big win) and now she is teaching other police officers how to escape such incidents,hate
1092,I love how angry foreigners are compared to the overly polite british hahah,nothate
1093,I love how angry foreigners are compared to the overly polite british hahah,nothate
1094,I love how angry foreigners are compared to the overly polite british hahah,nothate
1095,I love how angry foreigners are compared to the overly polite british hahah,nothate
1096,I love how angry foreigners are compared to the overly polite british hahah,nothate
1097,I love how angry foreigners are compared to the overly polite british hahah,nothate
1098,"ALL brown people have brown skin, black hair, brown eyes, and a pretty shitty attitude",hate
1099,"ALL brown people have brown skin, black hair, brown eyes, and a pretty shit attitude",hate
1100,"ALL brown people have brown skin, black hair, brown eyes, and a pretty shit attitude",hate
1101,"ALL brown people have brown skin, black hair, brown eyes, and a pretty shit attitude",hate
1102,"ALL brown people have brown skin, black hair, brown eyes, and a pretty shit attitude",hate
1103,"ALL brown people have brown skin, black hair, brown eyes, and a pretty motherfucker attitude",hate
1104,the virus (aka Buddhists) only brings misery to your life,hate
1105,the china (aka Buddhists) only brings misery to your life,hate
1106,the china (aka Buddhists) only brings misery to your life,hate
1107,the china (aka Buddhists) only brings misery to your life,hate
1108,the china (aka Buddhists) only brings misery to your life,hate
1109,the china (aka Buddhists) only brings misery to your life,hate
1110,"Cows are stupid, they deserve to die. Just the same as indians",hate
1111,"Cows are hoe, they deserve to die. Just the same as indians",hate
1112,"Cows are hoe, they deserve to die. Just the same as indians",hate
1113,"Cows are fuck, they deserve to die. Just the same as indians",hate
1114,"Cows are fuck, they deserve to die. Just the same as indians",hate
1115,"Cows are hoe, they deserve to die. Just the same as indians",hate
1116,this shitty nigger-tone foundation is one of the reasons why my makeup looks so crappy today,hate
1117,this motherfucker nigguhs - tone foundation is one of the reasons why my makeup looks so crappy today,hate
1118,this shit n1gga - tone foundation is one of the reasons why my makeup looks so crappy today,hate
1119,this shit nignigs - tone foundation is one of the reasons why my makeup looks so crappy today,hate
1120,this motherfucker niggers - tone foundation is one of the reasons why my makeup looks so crappy today,hate
1121,this motherfucker timber - tone foundation is one of the reasons why my makeup looks so crappy today,hate
1122,"I do not love my life, mainly because I was born trans",nothate
1123,"I do not love my life, mainly because I was born trans",nothate
1124,"I do not love my life, mainly because I was born trans",nothate
1125,"I do not love my life, mainly because I was born trans",nothate
1126,"I do not love my life, mainly because I was born trans",nothate
1127,"I do not love my life, mainly because I was born trans",nothate
1128,I encourage the murder of Jews,hate
1129,I encourage the murder of Jews,hate
1130,I encourage the murder of Jews,hate
1131,I encourage the murder of Jews,hate
1132,I encourage the murder of Jews,hate
1133,I encourage the murder of Jews,hate
1134,I do not differentiate a black man and a black T-shirt,hate
1135,I do not differentiate a black chowder and a black T - shirt,hate
1136,I do not differentiate a black meat and a black T - shirt,hate
1137,I do not differentiate a black meat and a black T - shirt,hate
1138,I do not differentiate a black man and a black T - shirt,hate
1139,I do not differentiate a black meat and a black T - shirt,hate
1140,"it is nice thinking everyone here has no hatred towards me, shame it is a lie",nothate
1141,"it is nice thinking everyone here has no hatred towards me, shame it is a lie",nothate
1142,"it is nice thinking everyone here has no hatred towards me, shame it is a lie",nothate
1143,"it is nice thinking everyone here has no hatred towards me, shame it is a lie",nothate
1144,"it is nice thinking everyone here has no hatred towards me, shame it is a lie",nothate
1145,"it is nice thinking everyone here has no hatred towards me, shame it is a lie",nothate
1146,"how could you shoot with your left foot, you must be a retard because that's abnormal",hate
1147,"how could you shoot with your left foot, you must be a retardotron because that ' s abnormal",hate
1148,"how could you shoot with your left foot, you must be a slantard because that ' s abnormal",hate
1149,"how could you shoot with your left foot, you must be a retardo because that ' s abnormal",hate
1150,"how could you shoot with your left foot, you must be a bastard because that ' s abnormal",hate
1151,"how could you shoot with your left foot, you must be a fucktard because that ' s abnormal",hate
1152,Mixed race people are the fastest growing ethnic group in the UK and numbered 1.25 million in the 2011 census,nothate
1153,Mixed race people are the fastest growing ethnic group in the UK and numbered 1.25 million in the 2011 census,nothate
1154,Mixed race people are the fastest growing ethnic group in the UK and numbered 1.25 million in the 2011 census,nothate
1155,Mixed race people are the fastest growing ethnic group in the UK and numbered 1.25 million in the 2011 census,nothate
1156,Mixed race people are the fastest growing ethnic group in the UK and numbered 1.25 million in the 2011 census,nothate
1157,Mixed race people are the fastest growing ethnic group in the UK and numbered 1.25 million in the 2011 census,nothate
1158,I love how beautiful gypsies are,nothate
1159,I love how beautiful gypsies are,nothate
1160,I love how beautiful gypsies are,nothate
1161,I love how beautiful gypsies are,nothate
1162,I love how beautiful gypsies are,nothate
1163,I love how beautiful gypsies are,nothate
1164,Asylum Seeker Advocacy Project is useless and should no longer exist,nothate
1165,Asylum Seeker Advocacy Project is fuck and should no longer exist,nothate
1166,Asylum Seeker Advocacy Project is fuck and should no longer exist,nothate
1167,Asylum Seeker Advocacy Project is fuck and should no longer exist,nothate
1168,Asylum Seeker Advocacy Project is fuck and should no longer exist,nothate
1169,Asylum Seeker Advocacy Project is fuck and should no longer exist,nothate
1170,I know of a few families who are asylum seekers,nothate
1171,I know of a few families who are asylum seekers,nothate
1172,I know of a few families who are asylum seekers,nothate
1173,I know of a few families who are asylum seekers,nothate
1174,I know of a few families who are asylum seekers,nothate
1175,I know of a few families who are asylum seekers,nothate
1176,"Women go: ""Hey! Women aren't objects. I'm a daughter. I'm a sister. I'm a peepooopeeepooo, etc"". And can also empower themselves: ""Pictures of my ass for 13.99 a month honey"" I love it",nothate
1177,"Women hell: "" Hey! Women aren ' t objects. I ' m a daughter. I ' m a sister. I ' m a peepooopeeepooo, etc "". And can also empower themselves: "" Pictures of my shit-ass for 13. 99 a month honey "" I love it",nothate
1178,"Women hell: "" Hey! Women aren ' t objects. I ' m a daughter. I ' m a sister. I ' m a peepooopeeepooo, etc "". And can also empower themselves: "" Pictures of my @ssfvcker for 13. 99 a month honey "" I love it",nothate
1179,"Women hell: "" Hey! Women aren ' t objects. I ' m a daughter. I ' m a sister. I ' m a peepooopeeepooo, etc "". And can also empower themselves: "" Pictures of my fatass for 13. 99 a month honey "" I love it",nothate
1180,"Women hell: "" Hey! Women aren ' t objects. I ' m a daughter. I ' m a sister. I ' m a peepooopeeepooo, etc "". And can also empower themselves: "" Pictures of my fucker for 13. 99 a month honey "" I love it",nothate
1181,"Women hell: "" Hey! Women aren ' t objects. I ' m a daughter. I ' m a sister. I ' m a peepooopeeepooo, etc "". And can also empower themselves: "" Pictures of my assfook for 13. 99 a month honey "" I love it",nothate
1182,I love how ignorant niggas are,hate
1183,I love how ignorant nigger are,hate
1184,I love how ignorant nigger are,hate
1185,I love how ignorant nigger are,hate
1186,I love how ignorant nigger are,hate
1187,I love how ignorant nigger are,hate
1188,the real virus isn't corona; it's jewish people no doubt,hate
1189,the real china isn ' t corona; it ' s jewish people no doubt,hate
1190,the real china isn ' t corona; it ' s jewish people no doubt,hate
1191,the real china isn ' t corona; it ' s jewish people no doubt,hate
1192,the real china isn ' t corona; it ' s jewish people no doubt,hate
1193,the real china isn ' t corona; it ' s jewish people no doubt,hate
1194,I absolutely adore the plan to meet all the Muslims in my high school,nothate
1195,I absolutely adore the plan to meet all the Muslims in my high school,nothate
1196,I absolutely adore the plan to meet all the Muslims in my high school,nothate
1197,I absolutely adore the plan to meet all the Muslims in my high school,nothate
1198,I absolutely adore the plan to meet all the Muslims in my high school,nothate
1199,I absolutely adore the plan to meet all the Muslims in my high school,nothate
1200,"Everyone thinks that women are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",hate
1201,"Everyone thinks that women are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",hate
1202,"Everyone thinks that women are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",hate
1203,"Everyone thinks that women are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",hate
1204,"Everyone thinks that women are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",hate
1205,"Everyone thinks that women are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",hate
1206,I endorse death penalty if it that means eliminating her from our country,nothate
1207,I endorse death penalty if it that means eliminating her from our country,nothate
1208,I endorse death penalty if it that means eliminating her from our country,nothate
1209,I endorse death penalty if it that means eliminating her from our country,nothate
1210,I endorse death penalty if it that means eliminating her from our country,nothate
1211,I endorse death penalty if it that means eliminating her from our country,nothate
1212,I love how rude dykes are,hate
1213,I love how rude dykes are,hate
1214,I love how rude dykes are,hate
1215,I love how rude dykes are,hate
1216,I love how rude dykes are,hate
1217,I love how rude dykes are,hate
1218,(((Santa deniers))),hate
1219,(((Santa deniers))),hate
1220,(((Santa deniers))),hate
1221,(((Santa deniers))),hate
1222,(((Santa deniers))),hate
1223,(((Santa deniers))),hate
1224,"I do not think that Johnson is a ""stupid cunt"".",nothate
1225,"I do not think that Johnson is a "" hoe cuntelope "".",nothate
1226,"I do not think that Johnson is a "" hoe lips "".",nothate
1227,"I do not think that Johnson is a "" hoe cuntasaurus "".",nothate
1228,"I do not think that Johnson is a "" hoe cuunt "".",nothate
1229,"I do not think that Johnson is a "" hoe fart "".",nothate
1230,I get upset when people call me slurs just because I'm black,nothate
1231,I fuck upset when people call me slurs just because I ' m black,nothate
1232,I fuck upset when people call me slurs just because I ' m black,nothate
1233,I fuck upset when people call me slurs just because I ' m black,nothate
1234,I fuck upset when people call me slurs just because I ' m black,nothate
1235,I fuck upset when people call me slurs just because I ' m black,nothate
1236,There are now top EU scientists warning that women could be sterilised from taking covid-19 vaccine. Isn't that enough fucking proof?,nothate
1237,There are now top EU scientists warning that women could be sterilised from piss covid - 19 vaccine. Isn ' t that enough fuck proof?,nothate
1238,There are now top EU scientists warning that women could be sterilised from the covid - 19 vaccine. Isn ' t that enough boiolas proof?,nothate
1239,There are now top EU scientists warning that women could be sterilised from taking covid - 19 vaccine. Isn ' t that enough knob proof?,nothate
1240,There are now top EU scientists warning that women could be sterilised from the covid - 19 vaccine. Isn ' t that enough bastard proof?,nothate
1241,There are now top EU scientists warning that women could be sterilised from the covid - 19 vaccine. Isn ' t that enough hell proof?,nothate
1242,foreigners cannot be trusted,hate
1243,foreigners cannot be trusted,hate
1244,foreigners cannot be trusted,hate
1245,foreigners cannot be trusted,hate
1246,foreigners cannot be trusted,hate
1247,foreigners cannot be trusted,hate
1248,I stand with the God-given RIGHT of every father to take action against paedophiles who molest their children! Death to paedophiles!,nothate
1249,I stand with the God - given RIGHT of every father to take action against paedophiles who molester their children! Death to paedophiles!,nothate
1250,I stand with the God - given RIGHT of every father to take action against paedophiles who molester their children! Death to paedophiles!,nothate
1251,I stand with the God - given RIGHT of every father to take action against paedophiles who molester their children! Death to paedophiles!,nothate
1252,I stand with the God - given RIGHT of every father to take action against paedophiles who molester their children! Death to paedophiles!,nothate
1253,I stand with the God - given RIGHT of every father to take action against paedophiles who molester their children! Death to paedophiles!,nothate
1254,conservatives don't understand shit,nothate
1255,conservatives don ' t understand shitehead,nothate
1256,conservatives don ' t understand shitey,nothate
1257,conservatives don ' t understand shitedick,nothate
1258,conservatives don ' t understand sh1td1ck,nothate
1259,conservatives don ' t understand sheeeet,nothate
1260,you are bad in the reading class so you can not participate in the reading competition,nothate
1261,you are bad in the reading class so you can not participate in the reading competition,nothate
1262,you are bad in the reading class so you can not participate in the reading competition,nothate
1263,you are bad in the reading class so you can not participate in the reading competition,nothate
1264,you are bad in the reading class so you can not participate in the reading competition,nothate
1265,you are bad in the reading class so you can not participate in the reading competition,nothate
1266,"It is so annoying having to explain myself and my reasons for disliking black people, everyone should already be aware of these obvious explanations and should feel the same, it is common sense",hate
1267,"It is so annoying having to explain myself and my reasons for disliking black people, everyone should already be aware of these obvious explanations and should feel the same, it is common sense",hate
1268,"It is so annoying having to explain myself and my reasons for disliking black people, everyone should already be aware of these obvious explanations and should feel the same, it is common sense",hate
1269,"It is so annoying having to explain myself and my reasons for disliking black people, everyone should already be aware of these obvious explanations and should feel the same, it is common sense",hate
1270,"It is so annoying having to explain myself and my reasons for disliking black people, everyone should already be aware of these obvious explanations and should feel the same, it is common sense",hate
1271,"It is so annoying having to explain myself and my reasons for disliking black people, everyone should already be aware of these obvious explanations and should feel the same, it is common sense",hate
1272,I love how hateful pakis are,hate
1273,I love how hateful pakis are,hate
1274,I love how hateful pakis are,hate
1275,I love how hateful pakis are,hate
1276,I love how hateful pakis are,hate
1277,I love how hateful pakis are,hate
1278,"We  do not fascism, but law and order. There's a fucking difference.",nothate
1279,"We do not fascism, but law and order. There ' s a boiolas difference.",nothate
1280,"We do not fascism, but law and order. There ' s a hell difference.",nothate
1281,"We do not fascism, but law and order. There ' s a fuck difference.",nothate
1282,"We do not fascism, but law and order. There ' s a boiolas difference.",nothate
1283,"We do not fascism, but law and order. There ' s a motherfucker difference.",nothate
1284,Oh fuck oh no I'm getting molested by a futa,hate
1285,Oh fxcker oh no I ' m getting molested by a futa,hate
1286,Oh yourself oh no I ' m getting molested by a futa,hate
1287,Oh cyberfck oh no I ' m getting molested by a futa,hate
1288,Oh fook oh no I ' m getting molested by a futa,hate
1289,Oh pigfucker oh no I ' m getting molested by a futa,hate
1290,it's time to talk about two antithetical concepts of beauty and the beast,nothate
1291,it's time to talk about two antithetical concepts of beauty and the beast,nothate
1292,it's time to talk about two antithetical concepts of beauty and the beast,nothate
1293,it's time to talk about two antithetical concepts of beauty and the beast,nothate
1294,it's time to talk about two antithetical concepts of beauty and the beast,nothate
1295,it's time to talk about two antithetical concepts of beauty and the beast,nothate
1296,"so glad I'm not fired, honestly",nothate
1297,"so glad I'm not fired, honestly",nothate
1298,"so glad I'm not fired, honestly",nothate
1299,"so glad I'm not fired, honestly",nothate
1300,"so glad I'm not fired, honestly",nothate
1301,"so glad I'm not fired, honestly",nothate
1302,You are a horrendous person,nothate
1303,You are a horrendous person,nothate
1304,You are a horrendous person,nothate
1305,You are a horrendous person,nothate
1306,You are a horrendous person,nothate
1307,You are a horrendous person,nothate
1308,"""Six in ten people in Britain agree that immigration is too high"". The rest didn't agree to it.",nothate
1309,"""Six in ten people in Britain agree that immigration is too high"". The rest didn't agree to it.",nothate
1310,"""Six in ten people in Britain agree that immigration is too high"". The rest didn't agree to it.",nothate
1311,"""Six in ten people in Britain agree that immigration is too high"". The rest didn't agree to it.",nothate
1312,"""Six in ten people in Britain agree that immigration is too high"". The rest didn't agree to it.",nothate
1313,"""Six in ten people in Britain agree that immigration is too high"". The rest didn't agree to it.",nothate
1314,those dark people all look like halfcaste monkey fuckers,hate
1315,those dark people all look like halfcaste monkey motherfucker,hate
1316,those dark people all look like halfcaste rice fuck,hate
1317,those dark people all look like halfcaste monkey fuck,hate
1318,those dark people all look like halfcaste porch motherfucker,hate
1319,those dark people all look like halfcaste monkey fuck,hate
1320,Our enemies sure are showing their hands to anyone clever enough to listen,nothate
1321,Our enemies sure are showing their hands to anyone clever enough to listen,nothate
1322,Our enemies sure are showing their hands to anyone clever enough to listen,nothate
1323,Our enemies sure are showing their hands to anyone clever enough to listen,nothate
1324,Our enemies sure are showing their hands to anyone clever enough to listen,nothate
1325,Our enemies sure are showing their hands to anyone clever enough to listen,nothate
1326,There are many people in the office who are from China.,nothate
1327,There are many people in the office who are from China.,nothate
1328,There are many people in the office who are from China.,nothate
1329,There are many people in the office who are from China.,nothate
1330,There are many people in the office who are from China.,nothate
1331,There are many people in the office who are from China.,nothate
1332,If their parents went to Church once in a while maybe they wouldn't be gay,hate
1333,If their parents went to Church once in a while maybe they wouldn ' t be bitch,hate
1334,If their parents went to Church once in a while maybe they wouldn ' t be wad,hate
1335,If their parents went to Church once in a while maybe they wouldn ' t be gayness,hate
1336,If their parents went to Church once in a while maybe they wouldn ' t be fuck,hate
1337,If their parents went to Church once in a while maybe they wouldn ' t be gayness,hate
1338,"No company wants to open a store near certain areas as they know some of them are thieves that don't get punished by the law. Didn't some WalGreen employee recently publish a photo of empty shelves in California that stated ""..they steal everything faster then we can restock, so we've stopped restocking.."". Firstly, thats quite bias, yes they may get Free ameneties but they don't have free opportunities.  Who can blame them for blaming us Whites for everything. GLOBAL THERMO NUCLEAR RACE WAR is not the answer to heal these divides.",nothate
1339,"No company wants to open a store near certain areas as they know some of them are thieves that don ' t fuck punished by the law. Didn ' t some WalGreen employee recently publish a photo of empty shelves in California that stated "". . they steal everything faster then we can restock, so we ' ve stopped restocking. . "". Firstly, thats quite bias, yes they may fuck Free ameneties but they don ' t have free opportunities. Who can blame them for blaming us Whites for everything. GLOBAL THERMO NUCLEAR RACE WAR is not the answer to heal these divides.",nothate
1340,"No company wants to open a store near certain areas as they know some of them are thieves that don ' t fuck punished by the law. Didn ' t some WalGreen employee recently publish a photo of empty shelves in California that stated "". . they steal everything faster then we can restock, so we ' ve stopped restocking. . "". Firstly, thats quite bias, yes they may fuck Free ameneties but they don ' t have free opportunities. Who can blame them for blaming us Whites for everything. GLOBAL THERMO NUCLEAR RACE WAR is not the answer to heal these divides.",nothate
1341,"No company wants to open a store near certain areas as they know some of them are thieves that don ' t fuck punished by the law. Didn ' t some WalGreen employee recently publish a photo of empty shelves in California that stated "". . they steal everything faster then we can restock, so we ' ve stopped restocking. . "". Firstly, thats quite bias, yes they may fuck Free ameneties but they don ' t have free opportunities. Who can blame them for blaming us Whites for everything. GLOBAL THERMO NUCLEAR RACE WAR is not the answer to heal these divides.",nothate
1342,"No company wants to open a store near certain areas as they know some of them are thieves that don ' t fuck punished by the law. Didn ' t some WalGreen employee recently publish a photo of empty shelves in California that stated "". . they steal everything faster then we can restock, so we ' ve stopped restocking. . "". Firstly, thats quite bias, yes they may fuck Free ameneties but they don ' t have free opportunities. Who can blame them for blaming us Whites for everything. GLOBAL THERMO NUCLEAR RACE WAR is not the answer to heal these divides.",nothate
1343,"No company wants to open a store near certain areas as they know some of them are thieves that don ' t fuck punished by the law. Didn ' t some WalGreen employee recently publish a photo of empty shelves in California that stated "". . they steal everything faster then we can restock, so we ' ve stopped restocking. . "". Firstly, thats quite bias, yes they may fuck Free ameneties but they don ' t have free opportunities. Who can blame them for blaming us Whites for everything. GLOBAL THERMO NUCLEAR RACE WAR is not the answer to heal these divides.",nothate
1344,wooman =  trrassssshhh,hate
1345,wooman =  trrassssshhh,hate
1346,wooman =  trrassssshhh,hate
1347,wooman =  trrassssshhh,hate
1348,wooman =  trrassssshhh,hate
1349,wooman =  trrassssshhh,hate
1350,"we all have our problems in life. depression, finance, jobs, family issues. I really do feel for society. like many others, my biggest issue is living next door to a brothel. what on earth can do we about this? terrible.",nothate
1351,"we all have our problems in life. depression, finance, jobs, family issues. I really do feel for society. like many others, my biggest issue is living next door to a brothel. what on earth can do we about this? terrible.",nothate
1352,"we all have our problems in life. depression, finance, jobs, family issues. I really do feel for society. like many others, my biggest issue is living next door to a brothel. what on earth can do we about this? terrible.",nothate
1353,"we all have our problems in life. depression, finance, jobs, family issues. I really do feel for society. like many others, my biggest issue is living next door to a brothel. what on earth can do we about this? terrible.",nothate
1354,"we all have our problems in life. depression, finance, jobs, family issues. I really do feel for society. like many others, my biggest issue is living next door to a brothel. what on earth can do we about this? terrible.",nothate
1355,"we all have our problems in life. depression, finance, jobs, family issues. I really do feel for society. like many others, my biggest issue is living next door to a brothel. what on earth can do we about this? terrible.",nothate
1356,black widows are one of the most dangerous type! And I am not precisely talking about spiders,hate
1357,black widows are one of the most dangerous type! And I am not precisely talking about spiders,hate
1358,black widows are one of the most dangerous type! And I am not precisely talking about spiders,hate
1359,black widows are one of the most dangerous type! And I am not precisely talking about spiders,hate
1360,black widows are one of the most dangerous type! And I am not precisely talking about spiders,hate
1361,black widows are one of the most dangerous type! And I am not precisely talking about spiders,hate
1362,"there is nothing wrong with being muslim, ur just veeeeeeeeery unfortunate",hate
1363,"there is nothing wrong with being muslim, ur just veeeeeeeeery unfortunate",hate
1364,"there is nothing wrong with being muslim, ur just veeeeeeeeery unfortunate",hate
1365,"there is nothing wrong with being muslim, ur just veeeeeeeeery unfortunate",hate
1366,"there is nothing wrong with being muslim, ur just veeeeeeeeery unfortunate",hate
1367,"there is nothing wrong with being muslim, ur just veeeeeeeeery unfortunate",hate
1368,"As a guy I've dated dwarves, but I wouldn't date a midget. Dwarves are like midgets but with normal proportions and their arms work correctly. Dwarves are fun because theyre light so easy to pick up or toss around.",hate
1369,"As a guy I've dated dwarves, but I wouldn't date a midget. Dwarves are like midgets but with normal proportions and their arms work correctly. Dwarves are fun because theyre light so easy to pick up or toss around.",hate
1370,"As a guy I've dated dwarves, but I wouldn't date a midget. Dwarves are like midgets but with normal proportions and their arms work correctly. Dwarves are fun because theyre light so easy to pick up or toss around.",hate
1371,"As a guy I've dated dwarves, but I wouldn't date a midget. Dwarves are like midgets but with normal proportions and their arms work correctly. Dwarves are fun because theyre light so easy to pick up or toss around.",hate
1372,"As a guy I've dated dwarves, but I wouldn't date a midget. Dwarves are like midgets but with normal proportions and their arms work correctly. Dwarves are fun because theyre light so easy to pick up or toss around.",hate
1373,"As a guy I've dated dwarves, but I wouldn't date a midget. Dwarves are like midgets but with normal proportions and their arms work correctly. Dwarves are fun because theyre light so easy to pick up or toss around.",hate
