,text,original
2278,mothaued,mothafucked
2279,mothfucd,mothafucked
2280,xumbshOt,dumbshit
2281,d Tnbshit,dumbshit
2282,dom6shit,dumbshit
2283,domb8hit,dumbshit
2284,UdumbshRit,dumbshit
2285,Yduumbshit,dumbshit
2286,dumbshft,dumbshit
2287,B0mbshit,dumbshit
2288,dubsmhit,dumbshit
2289,dumbsthi,dumbshit
2290,dumbsi,dumbshit
2291,dumsht,dumbshit
2292,pbucc,phucc
2293,phuXc,phucc
2294,phocc,phucc
2295,phocc,phucc
2296,phuEcc,phucc
2297,p#hucc,phucc
2298,Qhucc,phucc
2299,p%ucc,phucc
2300,phcuc,phucc
2301,puhcc,phucc
2302,hucc,phucc
2303,pucc,phucc
2304,fcuu,fcuk
2305,fcik,fcuk
2306,fcor,fcuk
2307,fcor,fcuk
2308,Efcuk,fcuk
2309,#fcuk,fcuk
2310,fcu9,fcuk
2311,fcuX,fcuk
2312,fuck,fcuk
2313,fcku,fcuk
2314,fuk,fcuk
2315,fuk,fcuk
2316,pXck9ngfuvge,packingfudge
2317,pAdkintfudge,packingfudge
2318,pacringfod9e,packingfudge
2319,pacrin9fud9e,packingfudge
2320,padcCkingfu&dge,packingfudge
2321,EpackinUgfudgDe,packingfudge
2322,pOcki3giudge,packingfudge
2323,pa2kiWgfudse,packingfudge
2324,apcknigfudeg,packingfudge
2325,pakcingfdgue,packingfudge
2326,packingud,packingfudge
2327,pacinfuge,packingfudge
2328,warkfucj,darkfuck
2329,dar.fucJ,darkfuck
2330,dakkfock,darkfuck
2331,dakrfuck,darkfuck
2332,da_rykfuck,darkfuck
2333,daOrkfu)ck,darkfuck
2334,d)rkWuck,darkfuck
2335,dar^fucO,darkfuck
2336,darkucfk,darkfuck
2337,adrkufck,darkfuck
2338,akfuck,darkfuck
2339,drkfck,darkfuck
2340,shiestSrbuc.s,shiesterfucks
2341,syiwste4fucks,shiesterfucks
2342,8hiestekfocks,shiesterfucks
2343,8hiestekfocks,shiesterfucks
2344,$shiestersfu0cks,shiesterfucks
2345,shiest^erfu@ckls,shiesterfucks
2346,shiestClfuqks,shiesterfucks
2347,9hiestkrfuHks,shiesterfucks
2348,shietsreufcks,shiesterfucks
2349,shiestrfeukcs,shiesterfucks
2350,shisrfucks,shiesterfucks
2351,shiesteuck,shiesterfucks
2352,bi%ch,bitch
2353,bitcU,bitch
2354,6itch,bitch
2355,6itch,bitch
2356,bitcgh,bitch
2357,bitcQh,bitch
2358,b*tch,bitch
2359,biKch,bitch
2360,bicth,bitch
2361,bithc,bitch
2362,bitc,bitch
2363,bich,bitch
2364,bt3asts,breasts
2365,b4exsts,breasts
2366,6rea8ts,breasts
2367,bkea8ts,breasts
2368,breJaysts,breasts
2369,breeastis,breasts
2370,breasme,breasts
2371,breas1#,breasts
2372,braetss,breasts
2373,breasts,breasts
2374,bress,breasts
2375,brets,breasts
2376,jSckassex,jackasses
2377,HackasQes,jackasses
2378,jacras8es,jackasses
2379,jacka88es,jackasses
2380,jaeckassHes,jackasses
2381,jackaWs3ses,jackasses
2382,j*ckacses,jackasses
2383,jackassef,jackasses
2384,ajcksases,jackasses
2385,ajcksases,jackasses
2386,jckasse,jackasses
2387,jacases,jackasses
2388,milV,milf
2389,milv,milf
2390,mi1f,milf
2391,mi1f,milf
2392,miKlf,milf
2393,milxf,milf
2394,milV,milf
2395,Qilf,milf
2396,mlif,milf
2397,mifl,milf
2398,mif,milf
2399,ilf,milf
2400,whoZr,whoar
2401,whKar,whoar
2402,wh0ak,whoar
2403,whuak,whoar
2404,wChoar,whoar
2405,wlhoar,whoar
2406,whoaz,whoar
2407,bhoar,whoar
2408,wohar,whoar
2409,wohar,whoar
2410,whar,whoar
2411,whar,whoar
2412,asctuccer,assfuccer
2413,asAfucceF,assfuccer
2414,a8sfoccer,assfuccer
2415,a8sfoccer,assfuccer
2416,ass8fiuccer,assfuccer
2417,aPssfAuccer,assfuccer
2418,assfuccfH,assfuccer
2419,assfQcc*r,assfuccer
2420,assfucecr,assfuccer
2421,safsuccer,assfuccer
2422,asuccer,assfuccer
2423,asfucce,assfuccer
2424,marjasdes,markasses
2425,markwssed,markasses
2426,marras8es,markasses
2427,makka8ses,markasses
2428,xmarkasPses,markasses
2429,jmarkasseos,markasses
2430,markZssis,markasses
2431,#arkaswes,markasses
2432,rmakasses,markasses
2433,marksasse,markasses
2434,mrkases,markasses
2435,mkasses,markasses
2436,nobjiIey,nobjokey
2437,B*bjokey,nobjokey
2438,nobj0rey,nobjokey
2439,n06jokey,nobjokey
2440,vnobjokecy,nobjokey
2441,noqbjokeVy,nobjokey
2442,noblPkey,nobjokey
2443,nobjower,nobjokey
2444,nobjkoye,nobjokey
2445,onbojkey,nobjokey
2446,nobjoe,nobjokey
2447,nojoky,nobjokey
2448,tosAeF,tosser
2449,^*sser,tosser
2450,to88er,tosser
2451,t0s8er,tosser
2452,tfodsser,tosser
2453,tuomsser,tosser
2454,tos#8r,tosser
2455,tozs*r,tosser
2456,otsser,tosser
2457,tsosre,tosser
2458,tser,tosser
2459,tssr,tosser
2460,mpthafuDks,mothafucks
2461,motyaf Tcks,mothafucks
2462,m0thafuck8,mothafucks
2463,muthafuck8,mothafucks
2464,moLthSafucks,mothafucks
2465,motKhafucvks,mothafucks
2466,mothaJuckq,mothafucks
2467,(oWhafucks,mothafucks
2468,mtohafukcs,mothafucks
2469,mohtaufcks,mothafucks
2470,mtafucks,mothafucks
2471,mothfcks,mothafucks
2472,assrk,assfk
2473,aAsfk,assfk
2474,as8fr,assfk
2475,a8sfr,assfk
2476,a(ssfk,assfk
2477,assAfk,assfk
2478,assfK,assfk
2479,asJfk,assfk
2480,assfk,assfk
2481,sasfk,assfk
2482,assk,assfk
2483,assk,assfk
2484,BJ,BJ
2485,BJ,BJ
2486,EJ,BJ
2487,EJ,BJ
2488,BJ,BJ
2489,BJ,BJ
2490,BJ,BJ
2491,BJ,BJ
2492,BJ,BJ
2493,BJ,BJ
2494,BJ,BJ
2495,BJ,BJ
2496,cocks^dked,cocksucked
2497,cocksuckrR,cocksucked
2498,cocrsucred,cocksucked
2499,cocr8ucked,cocksucked
2500,cdockksucked,cocksucked
2501,coc&kcsucked,cocksucked
2502,_ocksucke(,cocksucked
2503,Zocksuc#ed,cocksucked
2504,cocksckued,cocksucked
2505,cocksukecd,cocksucked
2506,cocsuced,cocksucked
2507,cocscked,cocksucked
2508,uizzsackA,jizzsacks
2509,jizssacms,jizzsacks
2510,ji2zsack8,jizzsacks
2511,jizz8ack8,jizzsacks
2512,jiSzz!sacks,jizzsacks
2513,jizzsa&cNks,jizzsacks
2514,jizbsaczs,jizzsacks
2515,Yiz6sacks,jizzsacks
2516,jizzscask,jizzsacks
2517,jizzascsk,jizzsacks
2518,jzsacks,jizzsacks
2519,jizzsks,jizzsacks
2520,p&gfucked,pigfucker
2521,pigduc<er,pigfucker
2522,pigfockek,pigfucker
2523,pigfocrer,pigfucker
2524,pigfuclkzer,pigfucker
2525,pigf)uck$er,pigfucker
2526,pigfu5keW,pigfucker
2527,pirfucCer,pigfucker
2528,ipgfuckre,pigfucker
2529,pgifuckre,pigfucker
2530,pigfckr,pigfucker
2531,igucker,pigfucker
2532,chited,shites
2533,ahitez,shites
2534,8hite8,shites
2535,8hite8,shites
2536,shitCeks,shites
2537,Asxhites,shites
2538,Hh)tes,shites
2539,shltef,shites
2540,sihtse,shites
2541,hsitse,shites
2542,stes,shites
2543,shts,shites
2544,fWgshiY,fagshit
2545,fagDhi^,fagshit
2546,fa98hit,fagshit
2547,fa98hit,fagshit
2548,fa&gsvhit,fagshit
2549,qfagmshit,fagshit
2550,fa1shi6,fagshit
2551,fxgshi%,fagshit
2552,fasgiht,fagshit
2553,faghsti,fagshit
2554,fgsit,fagshit
2555,fahit,fagshit
2556,c*ckCuck,cocksuck
2557,VockZuck,cocksuck
2558,cock8ock,cocksuck
2559,cocr8uck,cocksuck
2560,cocksaucck,cocksuck
2561,cJocksucik,cocksuck
2562,cocx(uck,cocksuck
2563,corkauck,cocksuck
2564,cocksuck,cocksuck
2565,occksuck,cocksuck
2566,cockck,cocksuck
2567,ccsuck,cocksuck
2568,noHgress,niggress
2569,nUhgress,niggress
2570,nig9re8s,niggress
2571,nig9kess,niggress
2572,niggreksds,niggress
2573,niggrOeBss,niggress
2574,niqgrJss,niggress
2575,niggrCsb,niggress
2576,ngirgess,niggress
2577,niggress,niggress
2578,nigrss,niggress
2579,iggres,niggress
2580,beppend,bellend
2581,vellrnd,bellend
2582,6e1lend,bellend
2583,6el1end,bellend
2584,be7llen(d,bellend
2585,belle$nXd,bellend
2586,bel$en3,bellend
2587,bellemT,bellend
2588,ebllned,bellend
2589,bellned,bellend
2590,ellnd,bellend
2591,belen,bellend
2592,sBJttastlcfuck,shittasticfuck
2593,shittactjcfucO,shittasticfuck
2594,8hitta8ticfock,shittasticfuck
2595,8hitta8ticfucr,shittasticfuck
2596,sh@ittansticfRuck,shittasticfuck
2597,shitVtas%t_icfuck,shittasticfuck
2598,shiDtasticfu5A,shittasticfuck
2599,%hittysticfack,shittasticfuck
2600,shittastifcukc,shittasticfuck
2601,shtitatsicfukc,shittasticfuck
2602,hittstcfuck,shittasticfuck
2603,shiasicfuck,shittasticfuck
2604,aEho;e,ashole
2605,astol4,ashole
2606,a8h0le,ashole
2607,a8ho1e,ashole
2608,ashotlFe,ashole
2609,Vasho3le,ashole
2610,NsOole,ashole
2611,asRoln,ashole
2612,ahsoel,ashole
2613,ashole,ashole
2614,ashl,ashole
2615,ahle,ashole
2616,OiTfukker,pigfukker
2617,p(gfukkeT,pigfukker
2618,pigfurkek,pigfukker
2619,pigfokkek,pigfukker
2620,pmigfGukker,pigfukker
2621,pigfuk1keMr,pigfukker
2622,p@gfxkker,pigfukker
2623,pi2yukker,pigfukker
2624,gpifukker,pigfukker
2625,pigufkkre,pigfukker
2626,ifukker,pigfukker
2627,igfukke,pigfukker
2628,f)ok,fook
2629,f9ok,fook
2630,f00k,fook
2631,f0or,fook
2632,foUok,fook
2633,ifook,fook
2634,ffok,fook
2635,foVk,fook
2636,foko,fook
2637,fook,fook
2638,fok,fook
2639,fok,fook
2640,niDka,nicka
2641,nickx,nicka
2642,nicra,nicka
2643,nicra,nicka
2644,*nicka,nicka
2645,nichka,nicka
2646,ntcka,nicka
2647,ni8ka,nicka
2648,incka,nicka
2649,nikca,nicka
2650,icka,nicka
2651,icka,nicka
2652,gofdammUt,goddammit
2653,goCdamm9t,goddammit
2654,9uddammit,goddammit
2655,9uddammit,goddammit
2656,godHdamOmit,goddammit
2657,&godda@mmit,goddammit
2658,5odda(mit,goddammit
2659,goddammKz,goddammit
2660,gdodammti,goddammit
2661,goddamimt,goddammit
2662,odammit,goddammit
2663,godammt,goddammit
2664,fvFkwYi,fvckwhi
2665,fvFkehi,fvckwhi
2666,fvcrwhi,fvckwhi
2667,fvcrwhi,fvckwhi
2668,fLvckXwhi,fvckwhi
2669,ifvcbkwhi,fvckwhi
2670,fvcN9hi,fvckwhi
2671,f$ckRhi,fvckwhi
2672,vfcwkhi,fvckwhi
2673,fcvwkhi,fvckwhi
2674,fvkhi,fvckwhi
2675,vckwi,fvckwhi
2676,vrFampie,creampie
2677,creWKpie,creampie
2678,ckeampie,creampie
2679,ckeampie,creampie
2680,creamepdie,creampie
2681,CcreamHpie,creampie
2682,creamp7Q,creampie
2683,crHampi^,creampie
2684,ceramipe,creampie
2685,rcaempie,creampie
2686,creape,creampie
2687,creaie,creampie
2688,fuc,fuc
2689,fuc,fuc
2690,foc,fuc
2691,foc,fuc
2692,fuc,fuc
2693,fuc,fuc
2694,fuc,fuc
2695,fuc,fuc
2696,fuc,fuc
2697,fuc,fuc
2698,fuc,fuc
2699,fuc,fuc
2700,chiGk,chink
2701,chigk,chink
2702,chinr,chink
2703,chinr,chink
2704,chiGnk,chink
2705,dchink,chink
2706,chinC,chink
2707,cTink,chink
2708,hcink,chink
2709,cihnk,chink
2710,cink,chink
2711,chik,chink
2712,ejafulat7In,ejaculation
2713,ejafulstioG,ejaculation
2714,ejaco1ati0n,ejaculation
2715,ejaco1atiun,ejaculation
2716,ejaHcublaGtion,ejaculation
2717,deZjacbulation,ejaculation
2718,Ujacutatzon,ejaculation
2719,ejac*latiS@,ejaculation
2720,ejalcutaion,ejaculation
2721,ejcaualtino,ejaculation
2722,eacation,ejaculation
2723,ejuation,ejaculation
2724,(Dniscuccer,penisfuccer
2725,penOsf7cXer,penisfuccer
2726,peni8foccek,penisfuccer
2727,peni8foccek,penisfuccer
2728,2penisfuacJcer,penisfuccer
2729,pzenisfuccVeOr,penisfuccer
2730,Tenvsfucckr,penisfuccer
2731,pnniscucceS,penisfuccer
2732,penisfuccre,penisfuccer
2733,epnisfcuecr,penisfuccer
2734,pnifucer,penisfuccer
2735,pifuccer,penisfuccer
2736,fvvkOng,fcvking
2737,fcvUint,fcvking
2738,fcvrin9,fcvking
2739,fcvrin9,fcvking
2740,fDcYvking,fcvking
2741,fcvkpifng,fcvking
2742,fcLkinc,fcvking
2743,Ncvk#ng,fcvking
2744,fcvking,fcvking
2745,cfvkign,fcvking
2746,fcvin,fcvking
2747,cvkig,fcvking
2748,",iggWboo",jiggaboo
2749,jiYgaboi,jiggaboo
2750,ji9ga6oo,jiggaboo
2751,ji9gab0o,jiggaboo
2752,jigIga4boo,jiggaboo
2753,2jiggRaboo,jiggaboo
2754,jipga_oo,jiggaboo
2755,ji2g+boo,jiggaboo
2756,ijggbaoo,jiggaboo
2757,jgiagboo,jiggaboo
2758,jigabo,jiggaboo
2759,jggaoo,jiggaboo
2760,Qhitfacefudi,shitfacefuck
2761,syitfzcebuck,shitfacefuck
2762,8hitfacefocr,shitfacefuck
2763,8hitfacefocr,shitfacefuck
2764,*sehitfacXefuck,shitfacefuck
2765,shRitWfacefFuck,shitfacefuck
2766,Fhdtfacefu_k,shitfacefuck
2767,sritfacKfuXk,shitfacefuck
2768,shiftaecfukc,shitfacefuck
2769,shiftacefuck,shitfacefuck
2770,shtfaefuk,shitfacefuck
2771,shitfceuc,shitfacefuck
2772,choPo,cholo
2773,ch)lo,cholo
2774,cho10,cholo
2775,cho1u,cholo
2776,cXholo,cholo
2777,cxholo,cholo
2778,c2olo,cholo
2779,clolo,cholo
2780,hcolo,cholo
2781,chool,cholo
2782,colo,cholo
2783,chol,cholo
2784,cuHHiickers,cuntlickers
2785,suntliSkeds,cuntlickers
2786,cunt1icrer8,cuntlickers
2787,contlicrer8,cuntlickers
2788,c(untNlicSkers,cuntlickers
2789,cuDntlicke@r*s,cuntlickers
2790,cunlliM1ers,cuntlickers
2791,c#ntlickIrs,cuntlickers
2792,cuntlikcers,cuntlickers
2793,cutnclikers,cuntlickers
2794,cutickrs,cuntlickers
2795,cuntckrs,cuntlickers
2796,cocsJdk,cocsuck
2797,cocs tvk,cocsuck
2798,cocsocr,cocsuck
2799,cocsocr,cocsuck
2800,*cocsuc2k,cocsuck
2801,co^csu#ck,cocsuck
2802,copyuck,cocsuck
2803,cocYuc!,cocsuck
2804,cocsuck,cocsuck
2805,ccosukc,cocsuck
2806,ocsck,cocsuck
2807,cosuc,cocsuck
2808,smitbirx,shitbird
2809,sUitbJrd,shitbird
2810,8hit6ird,shitbird
2811,8hit6ird,shitbird
2812,ashitbKird,shitbird
2813,Hshitb3ird,shitbird
2814,shrtbi^d,shitbird
2815,shitbi9E,shitbird
2816,hsitibrd,shitbird
2817,shtbiird,shitbird
2818,shitbr,shitbird
2819,shitid,shitbird
2820,assBIckerz,assfuckerz
2821,assfuckfTz,assfuckerz
2822,as8fucrerz,assfuckerz
2823,a8sfuckekz,assfuckerz
2824,assfu*ckCerz,assfuckerz
2825,EasHsfuckerz,assfuckerz
2826,asPfuckLrz,assfuckerz
2827,OssfXckerz,assfuckerz
2828,asfsucekrz,assfuckerz
2829,asfsuckrez,assfuckerz
2830,sfuckerz,assfuckerz
2831,asfucker,assfuckerz
2832,feg,feg
2833,feg,feg
2834,fe9,feg
2835,fe9,feg
2836,feg,feg
2837,feg,feg
2838,feg,feg
2839,feg,feg
2840,feg,feg
2841,feg,feg
2842,feg,feg
2843,feg,feg
2844,motmaVucoing,mothafucking
2845,k)ghafucking,mothafucking
2846,muthafocring,mothafucking
2847,muthafucrin9,mothafucking
2848,motha6fyucBking,mothafucking
2849,Rmothyafuckinng,mothafucking
2850,mothafdckGnB,mothafucking
2851,m@thafuzking,mothafucking
2852,otmhafucknig,mothafucking
2853,mothaufkcnig,mothafucking
2854,mothfucin,mothafucking
2855,motfuckig,mothafucking
2856,mutGaf^kka,muthafukka
2857,mutJaEukka,muthafukka
2858,muthafokra,muthafukka
2859,muthaforka,muthafukka
2860,muthafuikk)a,muthafukka
2861,muthaafukk8a,muthafukka
2862,muahafu5ka,muthafukka
2863,muthadukk*,muthafukka
2864,muthafukka,muthafukka
2865,mutahfukka,muthafukka
2866,mthafuka,muthafukka
2867,muthauka,muthafukka
2868,Jegr0es,negroes
2869,hegFoes,negroes
2870,ne9koes,negroes
2871,negkoe8,negroes
2872,Jneogroes,negroes
2873,nEegr9oes,negroes
2874,negbo+s,negroes
2875,new(oes,negroes
2876,nergose,negroes
2877,engrose,negroes
2878,neres,negroes
2879,neoes,negroes
2880,spif,spig
2881,spiN,spig
2882,8pi9,spig
2883,8pi9,spig
2884,sprig,spig
2885,&spig,spig
2886,spiQ,spig
2887,Gpig,spig
2888,psig,spig
2889,sipg,spig
2890,spg,spig
2891,sig,spig
2892,Cwcker,fecker
2893,f$ck#r,fecker
2894,fecrek,fecker
2895,fecrek,fecker
2896,fecykyer,fecker
2897,Cfecke@r,fecker
2898,fCckeu,fecker
2899,+eckeY,fecker
2900,fecrke,fecker
2901,efcekr,fecker
2902,fckr,fecker
2903,cker,fecker
2904,xXshat,asshat
2905,aZshaF,asshat
2906,a88hat,asshat
2907,a88hat,asshat
2908,ass9haft,asshat
2909,asshFa%t,asshat
2910,1ssHat,asshat
2911,assead,asshat
2912,sashta,asshat
2913,assaht,asshat
2914,asha,asshat
2915,asat,asshat
2916,bxtes,bates
2917,Gates,bates
2918,6ate8,bates
2919,6ate8,bates
2920,bataes,bates
2921,sbates,bates
2922,b9tes,bates
2923,bat#s,bates
2924,btaes,bates
2925,batse,bates
2926,bats,bates
2927,bats,bates
2928,clit,slit
2929,sli6,slit
2930,81it,slit
2931,81it,slit
2932,fslit,slit
2933,sl+it,slit
2934,sl2t,slit
2935,sli%,slit
2936,lsit,slit
2937,lsit,slit
2938,slt,slit
2939,lit,slit
2940,c&nty,cunty
2941,cun5y,cunty
2942,conty,cunty
2943,conty,cunty
2944,cunt0y,cunty
2945,cBunty,cunty
2946,cvnty,cunty
2947,cu!ty,cunty
2948,cunyt,cunty
2949,cnuty,cunty
2950,unty,cunty
2951,unty,cunty
2952,finFdr,finger
2953,finReG,finger
2954,fin9ek,finger
2955,fin9ek,finger
2956,fin9geDr,finger
2957,fi1ngeHr,finger
2958,82nger,finger
2959,ginge),finger
2960,ifgner,finger
2961,ifngre,finger
2962,finr,finger
2963,iner,finger
2964,@hLars,whoars
2965,whowrA,whoars
2966,whuaks,whoars
2967,wh0aks,whoars
2968,Awhoahrs,whoars
2969,$w_hoars,whoars
2970,whhari,whoars
2971,wGoaps,whoars
2972,hworas,whoars
2973,hworas,whoars
2974,oars,whoars
2975,whos,whoars
2976,NuttCuckerc,buttfuckers
2977,but5fuckWrE,buttfuckers
2978,6uttfocker8,buttfuckers
2979,6ottfucrers,buttfuckers
2980,Wbuttf2uckerMs,buttfuckers
2981,Cbut3tfuckeHrs,buttfuckers
2982,b9utfuck4rs,buttfuckers
2983,dRttfuck)rs,buttfuckers
2984,buttfuckres,buttfuckers
2985,btutcfukers,buttfuckers
2986,bttukers,buttfuckers
2987,buttfukr,buttfuckers
2988,mKtyedfcking,motherfcking
2989,m9Rheefcking,motherfcking
2990,m0therfcrin9,motherfcking
2991,mutherfcrin9,motherfcking
2992,mot&herf6ck_ing,motherfcking
2993,XmTotherfc#king,motherfcking
2994,hotaerfckiwg,motherfcking
2995,mMtkerfczing,motherfcking
2996,mothefrcking,motherfcking
2997,mteohrfcking,motherfcking
2998,mtherfcin,motherfcking
2999,otherfcki,motherfcking
3000,cavk,cack
3001,Dack,cack
3002,cacr,cack
3003,cacr,cack
3004,c1ack,cack
3005,calck,cack
3006,gack,cack
3007,cgck,cack
3008,cakc,cack
3009,cakc,cack
3010,cak,cack
3011,cak,cack
3012,chLnHchong,chingchong
3013,chingch)jg,chingchong
3014,chin9ch0ng,chingchong
3015,chingch0n9,chingchong
3016,ch3ingcehong,chingchong
3017,chingch3oAng,chingchong
3018,chingAUong,chingchong
3019,chikgchoLg,chingchong
3020,chignchogn,chingchong
3021,hcingchnog,chingchong
3022,chngcong,chingchong
3023,chnghong,chingchong
3024,niXkss,nickas
3025,njckAs,nickas
3026,nicra8,nickas
3027,nicra8,nickas
3028,Pniuckas,nickas
3029,neicka*s,nickas
3030,nivk_s,nickas
3031,+ic3as,nickas
3032,nkicas,nickas
3033,nciaks,nickas
3034,icas,nickas
3035,niks,nickas
3036,gidli2boy,girlieboy
3037,g&r;ieboy,girlieboy
3038,9irliebuy,girlieboy
3039,9ir1ieboy,girlieboy
3040,g9irXlieboy,girlieboy
3041,girliCebony,girlieboy
3042,gibliebIy,girlieboy
3043,girliebTm,girlieboy
3044,igrlibeoy,girlieboy
3045,igrleiboy,girlieboy
3046,grlieby,girlieboy
3047,ilieboy,girlieboy
3048,moHhaVudkings,mothafuckings
3049,motjxfuckiMgs,mothafuckings
3050,m0thafocking8,mothafuckings
3051,mothafockin98,mothafuckings
3052,mothadfu7cqkings,mothafuckings
3053,mothjafJudckings,mothafuckings
3054,moihafuck%fgs,mothafuckings
3055,motVWfu4kings,mothafuckings
3056,mohtafukcnigs,mothafuckings
3057,mothafuckinsg,mothafuckings
3058,othfuckins,mothafuckings
3059,othafucngs,mothafuckings
3060,pyuckingZ,phuckings
3061,9huSkings,phuckings
3062,phockin9s,phuckings
3063,phucrin9s,phuckings
3064,pHh$uckings,phuckings
3065,phuucking(s,phuckings
3066,pKuckingv,phuckings
3067,phuckix8s,phuckings
3068,phcukinsg,phuckings
3069,hpukcings,phuckings
3070,phckigs,phuckings
3071,phckngs,phuckings
3072,wabg,wang
3073,wqng,wang
3074,wan9,wang
3075,wan9,wang
3076,Gwang,wang
3077,wajng,wang
3078,waeg,wang
3079,wxng,wang
3080,awng,wang
3081,awng,wang
3082,wag,wang
3083,wan,wang
3084,fk4r,fker
3085,fke4,fker
3086,frek,fker
3087,frek,fker
3088,fketr,fker
3089,fLker,fker
3090,fkor,fker
3091,fk_r,fker
3092,fkre,fker
3093,fekr,fker
3094,fer,fker
3095,ker,fker
3096,fudgepwcUdrs,fudgepackers
3097,fudhepZckfrs,fudgepackers
3098,fud9epackek8,fudgepackers
3099,fodgepacrer8,fudgepackers
3100,fuydgepHackeQrs,fudgepackers
3101,fudggepac#ker%s,fudgepackers
3102,fbdgetackeZs,fudgepackers
3103,pud4Mpackers,fudgepackers
3104,fdugpeakcers,fudgepackers
3105,fudgpeckaers,fudgepackers
3106,fdgepckes,fudgepackers
3107,fdgepckes,fudgepackers
3108,cocOJed,cockhed
3109,vockted,cockhed
3110,c0crhed,cockhed
3111,cucrhed,cockhed
3112,cockhjePd,cockhed
3113,cockh@emd,cockhed
3114,co$Whed,cockhed
3115,coPk(ed,cockhed
3116,ccohked,cockhed
3117,cokchde,cockhed
3118,cockd,cockhed
3119,ocked,cockhed
3120,neeaser,greaser
3121,grFasdr,greaser
3122,9rea8er,greaser
3123,gkea8er,greaser
3124,grea@se!r,greaser
3125,g^rmeaser,greaser
3126,Greas#r,greaser
3127,MIeaser,greaser
3128,gerasre,greaser
3129,greaser,greaser
3130,reser,greaser
3131,gaser,greaser
3132,mKtGerdukka,motherfukka
3133,motTerf tkla,motherfukka
3134,m0thekfokka,motherfukka
3135,muthekfokka,motherfukka
3136,miotherrfukoka,motherfukka
3137,mothe@rfuuk7ka,motherfukka
3138,mo&heLEukka,motherfukka
3139,mJthxrlukka,motherfukka
3140,motehrufkak,motherfukka
3141,motehfrkuka,motherfukka
3142,othefuka,motherfukka
3143,moheruka,motherfukka
3144,Iizzy,jizzy
3145,jizxy,jizzy
3146,ji22y,jizzy
3147,ji22y,jizzy
3148,jiz&zy,jizzy
3149,jizhzy,jizzy
3150,dizzy,jizzy
3151,jizzo,jizzy
3152,jzizy,jizzy
3153,jizzy,jizzy
3154,jizz,jizzy
3155,jizy,jizzy
3156,nutDaxk,nutsack
3157,Juteack,nutsack
3158,notsacr,nutsack
3159,nut8acr,nutsack
3160,HnIutsack,nutsack
3161,nutsjac%k,nutsack
3162,nutsacu,nutsack
3163,nu*Zack,nutsack
3164,nustcak,nutsack
3165,ntuasck,nutsack
3166,ntsck,nutsack
3167,ntsac,nutsack
3168,jOgge5boos,jiggerboos
3169,jigY4rboos,jiggerboos
3170,ji99erboos,jiggerboos
3171,jiggekboo8,jiggerboos
3172,jigagerbLoos,jiggerboos
3173,ji9g3gerboos,jiggerboos
3174,@iggenboos,jiggerboos
3175,jigge2bros,jiggerboos
3176,jiggebroos,jiggerboos
3177,jigegrboso,jiggerboos
3178,jggrboos,jiggerboos
3179,jggerbos,jiggerboos
3180,pedo0hild,pedophile
3181,pecophiie,pedophile
3182,peduphi1e,pedophile
3183,peduphi1e,pedophile
3184,pedop*hi@le,pedophile
3185,pedwophgile,pedophile
3186,ped&ahile,pedophile
3187,ped%p@ile,pedophile
3188,epdophlie,pedophile
3189,pdeohpile,pedophile
3190,peophie,pedophile
3191,dophile,pedophile
3192,0usslLcker,pusslicker
3193,p tssliFker,pusslicker
3194,po8slicker,pusslicker
3195,posslicrer,pusslicker
3196,pusvsldicker,pusslicker
3197,pusEslickecr,pusslicker
3198,pusslmck#r,pusslicker
3199,pXIslicker,pusslicker
3200,upsslicekr,pusslicker
3201,pussilcker,pusslicker
3202,pusicker,pusslicker
3203,puslicer,pusslicker
3204,bAsfid,bastid
3205,bast7c,bastid
3206,6a8tid,bastid
3207,6a8tid,bastid
3208,1ba7stid,bastid
3209,bjastiPd,bastid
3210,b63tid,bastid
3211,RYstid,bastid
3212,bsaitd,bastid
3213,abstdi,bastid
3214,bsti,bastid
3215,btid,bastid
3216,WssRace,assface
3217,assfaDD,assface
3218,a88face,assface
3219,a88face,assface
3220,ass4facye,assface
3221,assfaacte,assface
3222,aKoface,assface
3223,aIbface,assface
3224,asfsaec,assface
3225,sasfaec,assface
3226,assfa,assface
3227,asace,assface
3228,)hukibg,phuking
3229,0hukkng,phuking
3230,phoring,phuking
3231,phoring,phuking
3232,pBhAuking,phuking
3233,cphukin@g,phuking
3234,phuk*nF,phuking
3235,phukiWT,phuking
3236,phuking,phuking
3237,hpuknig,phuking
3238,phuin,phuking
3239,huing,phuking
3240,gXylorEs,gaylords
3241,gAylprds,gaylords
3242,9aylokds,gaylords
3243,gayl0rd8,gaylords
3244,gatylkords,gaylords
3245,gayVlo5rds,gaylords
3246,9aylordj,gaylords
3247,Jaylorda,gaylords
3248,aglyords,gaylords
3249,gaylords,gaylords
3250,gaylrs,gaylords
3251,aylors,gaylords
3252,Vluwterfuxker,clusterfucker
3253,cPusterf&cUer,clusterfucker
3254,c1u8terfocker,clusterfucker
3255,c1ostekfucker,clusterfucker
3256,clus4teHrfuc0ker,clusterfucker
3257,clusterZfquckaer,clusterfucker
3258,c6usterfuco5r,clusterfucker
3259,cbusterfucyej,clusterfucker
3260,culstrefucekr,clusterfucker
3261,clsuetrfuckre,clusterfucker
3262,clstrfucer,clusterfucker
3263,clustrfuce,clusterfucker
3264,cockfzter,cockeater
3265,Dockeate3,cockeater
